월,품목명,HS코드,국가코드,국가명,수출금액_USD,수출중량_KG
2021.01,MLCC,8532240000,US,미국,6596745,52220
2021.01,MLCC,8532240000,CN,중국,44687825,133095
2021.01,MLCC,8532240000,JP,일본,1696867,6405
2021.01,MLCC,8532240000,VN,베트남,12288018,42542
2021.01,MLCC,8532240000,HK,홍콩,15179252,158072
2021.01,MLCC,8532240000,FR,프랑스,21564,38
2021.01,MLCC,8532240000,PL,폴란드,1387658,6090
2021.01,MLCC,8532240000,GB,영국,86487,325
2021.01,MLCC,8532240000,OTHER,기타,36574684,228541
2021.02,MLCC,8532240000,US,미국,5152724,39392
2021.02,MLCC,8532240000,CN,중국,33458285,111407
2021.02,MLCC,8532240000,JP,일본,1869641,6722
2021.02,MLCC,8532240000,VN,베트남,10756741,45284
2021.02,MLCC,8532240000,HK,홍콩,12106455,114572
2021.02,MLCC,8532240000,FR,프랑스,1723,2
2021.02,MLCC,8532240000,PL,폴란드,1748282,6164
2021.02,MLCC,8532240000,GB,영국,16285,38
2021.02,MLCC,8532240000,OTHER,기타,33692591,194186
2021.03,MLCC,8532240000,US,미국,6066187,40184
2021.03,MLCC,8532240000,CN,중국,43143468,141833
2021.03,MLCC,8532240000,JP,일본,2381139,8895
2021.03,MLCC,8532240000,VN,베트남,11434323,52558
2021.03,MLCC,8532240000,HK,홍콩,12655883,108120
2021.03,MLCC,8532240000,FR,프랑스,22691,70
2021.03,MLCC,8532240000,PL,폴란드,2260847,7596
2021.03,MLCC,8532240000,GB,영국,29164,8
2021.03,MLCC,8532240000,OTHER,기타,34116884,194573
2021.04,MLCC,8532240000,US,미국,5536222,41640
2021.04,MLCC,8532240000,CN,중국,51623164,157035
2021.04,MLCC,8532240000,JP,일본,2597582,9643
2021.04,MLCC,8532240000,VN,베트남,9135667,41498
2021.04,MLCC,8532240000,HK,홍콩,11892842,86912
2021.04,MLCC,8532240000,FR,프랑스,1086,11
2021.04,MLCC,8532240000,PL,폴란드,2240590,8451
2021.04,MLCC,8532240000,GB,영국,1880,3
2021.04,MLCC,8532240000,OTHER,기타,31479381,198358
2021.05,MLCC,8532240000,US,미국,6150911,45757
2021.05,MLCC,8532240000,CN,중국,44889282,140064
2021.05,MLCC,8532240000,JP,일본,2041613,7997
2021.05,MLCC,8532240000,VN,베트남,10467557,45204
2021.05,MLCC,8532240000,HK,홍콩,12238545,105829
2021.05,MLCC,8532240000,FR,프랑스,0,0
2021.05,MLCC,8532240000,PL,폴란드,1368914,6023
2021.05,MLCC,8532240000,GB,영국,3545,27
2021.05,MLCC,8532240000,OTHER,기타,34148584,209896
2021.06,MLCC,8532240000,US,미국,6493410,40852
2021.06,MLCC,8532240000,CN,중국,46288805,154667
2021.06,MLCC,8532240000,JP,일본,2088710,8173
2021.06,MLCC,8532240000,VN,베트남,13882455,52828
2021.06,MLCC,8532240000,HK,홍콩,14397802,101606
2021.06,MLCC,8532240000,FR,프랑스,9758,26
2021.06,MLCC,8532240000,PL,폴란드,1867287,7856
2021.06,MLCC,8532240000,GB,영국,23042,163
2021.06,MLCC,8532240000,OTHER,기타,33118033,203835
2021.07,MLCC,8532240000,US,미국,6137673,40777
2021.07,MLCC,8532240000,CN,중국,53150743,156067
2021.07,MLCC,8532240000,JP,일본,2221915,9422
2021.07,MLCC,8532240000,VN,베트남,16873188,54027
2021.07,MLCC,8532240000,HK,홍콩,10900378,80489
2021.07,MLCC,8532240000,FR,프랑스,39,1
2021.07,MLCC,8532240000,PL,폴란드,2100472,9057
