월,품목명,HS코드,국가코드,국가명,수출금액_USD,수출중량_KG
2020.03,NAND Flash,8542321030,US,미국,66339,29
2020.03,NAND Flash,8542321030,CN,중국,396121982,30758
2020.03,NAND Flash,8542321030,JP,일본,104167,82
2020.03,NAND Flash,8542321030,VN,베트남,3268587,1972
2020.03,NAND Flash,8542321030,HK,홍콩,49795897,9710
2020.03,NAND Flash,8542321030,FR,프랑스,3548,8
2020.03,NAND Flash,8542321030,PL,폴란드,164254,460
2020.03,NAND Flash,8542321030,GB,영국,3328,0
2020.03,NAND Flash,8542321030,OTHER,기타,39955548,6089
2020.06,NAND Flash,8542321030,US,미국,24793,26
2020.06,NAND Flash,8542321030,CN,중국,414725625,28605
2020.06,NAND Flash,8542321030,JP,일본,41561,93
2020.06,NAND Flash,8542321030,VN,베트남,2290360,1542
2020.06,NAND Flash,8542321030,HK,홍콩,44873683,11700
2020.06,NAND Flash,8542321030,FR,프랑스,3549,6
2020.06,NAND Flash,8542321030,PL,폴란드,416397,182
2020.06,NAND Flash,8542321030,GB,영국,6766,4
2020.06,NAND Flash,8542321030,OTHER,기타,18163378,4278
2020.07,NAND Flash,8542321030,US,미국,2254,0
2020.07,NAND Flash,8542321030,CN,중국,436885959,30596
2020.07,NAND Flash,8542321030,JP,일본,52845,45
2020.07,NAND Flash,8542321030,VN,베트남,3627489,1580
2020.07,NAND Flash,8542321030,HK,홍콩,14926118,4431
2020.07,NAND Flash,8542321030,FR,프랑스,1950,4
2020.07,NAND Flash,8542321030,PL,폴란드,784671,597
2020.07,NAND Flash,8542321030,GB,영국,1000,1
2020.07,NAND Flash,8542321030,OTHER,기타,35781542,4356
2020.09,NAND Flash,8542321030,US,미국,14625,20
2020.09,NAND Flash,8542321030,CN,중국,507991344,39917
2020.09,NAND Flash,8542321030,JP,일본,30136,20
2020.09,NAND Flash,8542321030,VN,베트남,3483907,2128
2020.09,NAND Flash,8542321030,HK,홍콩,27283839,4932
2020.09,NAND Flash,8542321030,FR,프랑스,1183,2
2020.09,NAND Flash,8542321030,PL,폴란드,256359,331
2020.09,NAND Flash,8542321030,GB,영국,378,0
2020.09,NAND Flash,8542321030,OTHER,기타,42747813,5857
2020.10,NAND Flash,8542321030,US,미국,1969,3
2020.10,NAND Flash,8542321030,CN,중국,437252565,32323
2020.10,NAND Flash,8542321030,JP,일본,76990,46
2020.10,NAND Flash,8542321030,VN,베트남,2951971,1352
2020.10,NAND Flash,8542321030,HK,홍콩,31964543,8990
2020.10,NAND Flash,8542321030,FR,프랑스,2366,5
2020.10,NAND Flash,8542321030,PL,폴란드,636477,242
2020.10,NAND Flash,8542321030,GB,영국,3325,0
2020.10,NAND Flash,8542321030,OTHER,기타,32505345,3910
2020.11,NAND Flash,8542321030,US,미국,3980,3
2020.11,NAND Flash,8542321030,CN,중국,381602949,31511
2020.11,NAND Flash,8542321030,JP,일본,28048,64
2020.11,NAND Flash,8542321030,VN,베트남,2617972,1403
2020.11,NAND Flash,8542321030,HK,홍콩,67284474,15653
2020.11,NAND Flash,8542321030,FR,프랑스,1183,2
2020.11,NAND Flash,8542321030,PL,폴란드,1098193,412
2020.11,NAND Flash,8542321030,GB,영국,1825,0
2020.11,NAND Flash,8542321030,OTHER,기타,48094422,5944
2020.12,NAND Flash,8542321030,US,미국,10792,9
2020.12,NAND Flash,8542321030,CN,중국,534885280,35377
2020.12,NAND Flash,8542321030,JP,일본,62502,70
2020.12,NAND Flash,8542321030,VN,베트남,3871797,1878
2020.12,NAND Flash,8542321030,HK,홍콩,95800836,21542
2020.12,NAND Flash,8542321030,FR,프랑스,2366,4
2020.12,NAND Flash,8542321030,PL,폴란드,521439,397
2020.12,NAND Flash,8542321030,GB,영국,1686,0
2020.12,NAND Flash,8542321030,OTHER,기타,44145741,5706
2021.07,NAND Flash,8542321030,US,미국,5531,13
2021.07,NAND Flash,8542321030,CN,중국,436116731,34021
2021.07,NAND Flash,8542321030,JP,일본,44271,41
2021.07,NAND Flash,8542321030,VN,베트남,4531403,2217
2021.07,NAND Flash,8542321030,HK,홍콩,26874492,5859
2021.07,NAND Flash,8542321030,FR,프랑스,0,0
2021.07,NAND Flash,8542321030,PL,폴란드,182361,373
2021.07,NAND Flash,8542321030,GB,영국,0,0
2021.07,NAND Flash,8542321030,OTHER,기타,26591786,4224
2021.11,NAND Flash,8542321030,US,미국,26999,15
2021.11,NAND Flash,8542321030,CN,중국,570111617,38820
2021.11,NAND Flash,8542321030,JP,일본,46170,34
2021.11,NAND Flash,8542321030,VN,베트남,6701063,2634
2021.11,NAND Flash,8542321030,HK,홍콩,27876201,6222
2021.11,NAND Flash,8542321030,FR,프랑스,983,1
2021.11,NAND Flash,8542321030,PL,폴란드,47282,32
2021.11,NAND Flash,8542321030,GB,영국,2491,0
2021.11,NAND Flash,8542321030,OTHER,기타,16306783,3618
2022.01,NAND Flash,8542321030,US,미국,32313,17
2022.01,NAND Flash,8542321030,CN,중국,381069495,30425
2022.01,NAND Flash,8542321030,JP,일본,8038,42
2022.01,NAND Flash,8542321030,VN,베트남,7324689,2778
2022.01,NAND Flash,8542321030,HK,홍콩,87962896,8744
2022.01,NAND Flash,8542321030,FR,프랑스,481,0
2022.01,NAND Flash,8542321030,PL,폴란드,130620,138
2022.01,NAND Flash,8542321030,GB,영국,2181,0
2022.01,NAND Flash,8542321030,OTHER,기타,45720432,5716
2022.04,NAND Flash,8542321030,US,미국,151101,187
2022.04,NAND Flash,8542321030,CN,중국,625907403,32522
2022.04,NAND Flash,8542321030,JP,일본,22773,60
2022.04,NAND Flash,8542321030,VN,베트남,15360338,3390
2022.04,NAND Flash,8542321030,HK,홍콩,73880038,11993
2022.04,NAND Flash,8542321030,FR,프랑스,5190,13
2022.04,NAND Flash,8542321030,PL,폴란드,243318,377
2022.04,NAND Flash,8542321030,GB,영국,11,0
2022.04,NAND Flash,8542321030,OTHER,기타,26448055,4899
2022.06,NAND Flash,8542321030,US,미국,56176,95
2022.06,NAND Flash,8542321030,CN,중국,672615078,30504
2022.06,NAND Flash,8542321030,JP,일본,720,17
2022.06,NAND Flash,8542321030,VN,베트남,7376643,2115
2022.06,NAND Flash,8542321030,HK,홍콩,72413440,10495
2022.06,NAND Flash,8542321030,FR,프랑스,0,0
2022.06,NAND Flash,8542321030,PL,폴란드,51157,112
2022.06,NAND Flash,8542321030,GB,영국,21,0
2022.06,NAND Flash,8542321030,OTHER,기타,33968189,4070
2022.10,NAND Flash,8542321030,US,미국,39842,16
2022.10,NAND Flash,8542321030,CN,중국,394495197,22364
2022.10,NAND Flash,8542321030,JP,일본,19922,53
2022.10,NAND Flash,8542321030,VN,베트남,6060147,1908
2022.10,NAND Flash,8542321030,HK,홍콩,148276549,42379
2022.10,NAND Flash,8542321030,FR,프랑스,0,0
2022.10,NAND Flash,8542321030,PL,폴란드,237640,383
2022.10,NAND Flash,8542321030,GB,영국,2196,0
2022.10,NAND Flash,8542321030,OTHER,기타,17732270,3170
2023.02,NAND Flash,8542321030,US,미국,37116,36
2023.02,NAND Flash,8542321030,CN,중국,439118814,30370
2023.02,NAND Flash,8542321030,JP,일본,287067,67
2023.02,NAND Flash,8542321030,VN,베트남,6141868,1558
2023.02,NAND Flash,8542321030,HK,홍콩,29670405,12978
2023.02,NAND Flash,8542321030,FR,프랑스,0,0
2023.02,NAND Flash,8542321030,PL,폴란드,208921,426
2023.02,NAND Flash,8542321030,GB,영국,247,0
2023.02,NAND Flash,8542321030,OTHER,기타,16597057,3043
2023.03,NAND Flash,8542321030,US,미국,141432,38
2023.03,NAND Flash,8542321030,CN,중국,469519114,32471
2023.03,NAND Flash,8542321030,JP,일본,152253,30
2023.03,NAND Flash,8542321030,VN,베트남,8919454,2445
2023.03,NAND Flash,8542321030,HK,홍콩,136128632,49760
2023.03,NAND Flash,8542321030,FR,프랑스,0,0
2023.03,NAND Flash,8542321030,PL,폴란드,176362,289
2023.03,NAND Flash,8542321030,GB,영국,2186,0
2023.03,NAND Flash,8542321030,OTHER,기타,22404672,6197
2023.06,NAND Flash,8542321030,US,미국,61309,32
2023.06,NAND Flash,8542321030,CN,중국,361631620,43673
2023.06,NAND Flash,8542321030,JP,일본,85158,15
2023.06,NAND Flash,8542321030,VN,베트남,17108709,2668
2023.06,NAND Flash,8542321030,HK,홍콩,43184902,14510
2023.06,NAND Flash,8542321030,FR,프랑스,0,0
2023.06,NAND Flash,8542321030,PL,폴란드,203947,317
2023.06,NAND Flash,8542321030,GB,영국,143,0
2023.06,NAND Flash,8542321030,OTHER,기타,46961631,11939
2023.07,NAND Flash,8542321030,US,미국,70577,33
