월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2022.01,SIC링(1),8486902090,8486902090,기타,82728198,503589,117870379,188053
2022.02,SIC링(1),8486902090,8486902090,기타,82347762,449828,156466317,164921
2022.03,SIC링(1),8486902090,8486902090,기타,99601749,334006,139793895,174099
2022.04,SIC링(1),8486902090,8486902090,기타,99652401,292665,155679121,145949
2022.05,SIC링(1),8486902090,8486902090,기타,93949819,313157,173965589,285203
2022.06,SIC링(1),8486902090,8486902090,기타,97385407,315841,162576793,229479
2022.07,SIC링(1),8486902090,8486902090,기타,100872746,350815,174799429,205516
2022.08,SIC링(1),8486902090,8486902090,기타,95808056,324523,162731640,277555
2022.09,SIC링(1),8486902090,8486902090,기타,93663251,363247,156577528,202352
2022.10,SIC링(1),8486902090,8486902090,기타,77678227,320988,166556999,205661
2022.11,SIC링(1),8486902090,8486902090,기타,95190297,325460,136006103,219405
2022.12,SIC링(1),8486902090,8486902090,기타,105138867,297974,150642857,273907
2023.01,SIC링(1),8486902090,8486902090,기타,85849288,217574,154247683,228355
2023.02,SIC링(1),8486902090,8486902090,기타,93617147,241836,138246610,154811
2023.03,SIC링(1),8486902090,8486902090,기타,94368548,253934,220936358,174756
2023.04,SIC링(1),8486902090,8486902090,기타,96671888,249116,135421013,166763
2023.05,SIC링(1),8486902090,8486902090,기타,78630053,263170,132290048,181811
2023.06,SIC링(1),8486902090,8486902090,기타,112931762,225141,229876600,185457
2023.07,SIC링(1),8486902090,8486902090,기타,99955399,225727,160271289,176345
2023.08,SIC링(1),8486902090,8486902090,기타,115106189,297861,147718439,172420
2023.09,SIC링(1),8486902090,8486902090,기타,83426026,260617,167967519,177780
2023.10,SIC링(1),8486902090,8486902090,기타,103431798,656711,152641914,195107
2023.11,SIC링(1),8486902090,8486902090,기타,116433133,653060,162892958,210247
2023.12,SIC링(1),8486902090,8486902090,기타,113541822,471709,194178600,191818
2024.01,SIC링(1),8486902090,8486902090,기타,122741888,463479,195309881,262220
2024.02,SIC링(1),8486902090,8486902090,기타,117928238,618259,165416069,163272
2024.03,SIC링(1),8486902090,8486902090,기타,110996475,283635,219930867,219294
2024.04,SIC링(1),8486902090,8486902090,기타,150162974,223564,224616620,313829
2024.05,SIC링(1),8486902090,8486902090,기타,120958334,266543,232960909,259233
2024.06,SIC링(1),8486902090,8486902090,기타,139530230,269949,191238914,210844
2024.07,SIC링(1),8486902090,8486902090,기타,143104784,370597,169399026,279398
2024.08,SIC링(1),8486902090,8486902090,기타,100323935,299949,141235476,307396
2024.09,SIC링(1),8486902090,8486902090,기타,92838571,273945,196769055,210356
2024.10,SIC링(1),8486902090,8486902090,기타,113335902,438035,188078032,273099
2024.11,SIC링(1),8486902090,8486902090,기타,109114505,367124,157316199,260063
2024.12,SIC링(1),8486902090,8486902090,기타,116158788,315704,189008468,286219
2025.01,SIC링(1),8486902090,8486902090,기타,118108648,296590,136647510,252640
2025.02,SIC링(1),8486902090,8486902090,기타,106275346,273220,218859467,264431
2025.03,SIC링(1),8486902090,8486902090,기타,120429185,342507,142498269,336865
2025.04,SIC링(1),8486902090,8486902090,기타,109111745,291940,166817572,261914
2025.05,SIC링(1),8486902090,8486902090,기타,97034933,229947,233892903,246101
2025.06,SIC링(1),8486902090,8486902090,기타,117182729,255211,253693502,237265
2025.07,SIC링(1),8486902090,8486902090,기타,139189911,317188,344659990,227557
2025.08,SIC링(1),8486902090,8486902090,기타,138465461,253485,202701110,217895
2025.09,SIC링(1),8486902090,8486902090,기타,149006302,293168,230890258,252431
2025.10,SIC링(1),8486902090,8486902090,기타,140134809,251718,319333219,301384
2025.11,SIC링(1),8486902090,8486902090,기타,132133510,231527,233438591,270467
2025.12,SIC링(1),8486902090,8486902090,기타,179703855,342338,262959350,259456
2026.01,SIC링(1),8486902090,8486902090,기타,128811330,343811,253120683,247332
2026.02,SIC링(1),8486902090,8486902090,기타,176868390,271665,208359691,201649
2026.03,SIC링(1),8486902090,8486902090,기타,136172584,360309,272208497,343743
2026.04,SIC링(1),8486902090,8486902090,기타,176575736,344307,240896332,323238
2026.05,SIC링(1),8486902090,8486902090,기타,128839395,306894,237442188,277402
2026.06,SIC링(1),8486902090,8486902090,기타,194370566,352365,221730310,319739
2026.07,SIC링(1),8486902090,8486902090,기타,187315401,416125,251201865,316523
2026.08,SIC링(1),8486902090,8486902090,기타,158401867,376492,259432713,403294
