월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2020.01,MCP,8542323000,8542323000,복합구조칩 집적회로,1299516735,39856,382967420,11680
2020.02,MCP,8542323000,8542323000,복합구조칩 집적회로,1512715753,45673,595574135,16825
2020.03,MCP,8542323000,8542323000,복합구조칩 집적회로,2019040661,43742,475526094,11434
2020.04,MCP,8542323000,8542323000,복합구조칩 집적회로,1442869499,37759,557781871,16464
2020.05,MCP,8542323000,8542323000,복합구조칩 집적회로,2118867440,49620,720741504,14833
2020.06,MCP,8542323000,8542323000,복합구조칩 집적회로,1904275458,52865,609109940,15673
2020.07,MCP,8542323000,8542323000,복합구조칩 집적회로,1573800930,50013,651475597,16827
2020.08,MCP,8542323000,8542323000,복합구조칩 집적회로,1776264041,55295,714009303,17969
2020.09,MCP,8542323000,8542323000,복합구조칩 집적회로,2257649470,65142,680792289,17918
2020.10,MCP,8542323000,8542323000,복합구조칩 집적회로,1961928520,57034,710226996,17431
2020.11,MCP,8542323000,8542323000,복합구조칩 집적회로,1918170533,57980,630795751,19138
2020.12,MCP,8542323000,8542323000,복합구조칩 집적회로,2387669212,71279,731167896,21147
2021.01,MCP,8542323000,8542323000,복합구조칩 집적회로,2073236577,59762,678026070,20031
2021.02,MCP,8542323000,8542323000,복합구조칩 집적회로,2142781466,63474,634178768,16365
2021.03,MCP,8542323000,8542323000,복합구조칩 집적회로,2543431438,74798,657651123,20401
2021.04,MCP,8542323000,8542323000,복합구조칩 집적회로,2195578967,66130,649774595,17885
2021.05,MCP,8542323000,8542323000,복합구조칩 집적회로,2730603865,82997,738820055,18691
2021.06,MCP,8542323000,8542323000,복합구조칩 집적회로,3209439778,93726,872259288,23926
2021.07,MCP,8542323000,8542323000,복합구조칩 집적회로,2710736092,82514,860046835,22266
2021.08,MCP,8542323000,8542323000,복합구조칩 집적회로,2822617027,86430,990080495,38541
2021.09,MCP,8542323000,8542323000,복합구조칩 집적회로,3032476456,86636,948126570,32740
2021.10,MCP,8542323000,8542323000,복합구조칩 집적회로,2351212002,79219,1057533361,44251
2021.11,MCP,8542323000,8542323000,복합구조칩 집적회로,3023534268,98702,1117682093,27774
2021.12,MCP,8542323000,8542323000,복합구조칩 집적회로,3134560295,108051,1107883335,32429
2022.01,MCP,8542323000,8542323000,복합구조칩 집적회로,2412848672,76729,835178516,20714
2022.02,MCP,8542323000,8542323000,복합구조칩 집적회로,2110498381,74175,904699508,17906
2022.03,MCP,8542323000,8542323000,복합구조칩 집적회로,3048511405,106096,884851388,17537
2022.04,MCP,8542323000,8542323000,복합구조칩 집적회로,1978311024,70420,1035951843,22440
2022.05,MCP,8542323000,8542323000,복합구조칩 집적회로,2405599871,87417,1003640444,21587
2022.06,MCP,8542323000,8542323000,복합구조칩 집적회로,2505011542,109485,972975512,21293
2022.07,MCP,8542323000,8542323000,복합구조칩 집적회로,1825832115,76025,830823797,17055
2022.08,MCP,8542323000,8542323000,복합구조칩 집적회로,2075749720,79368,1017064105,26093
2022.09,MCP,8542323000,8542323000,복합구조칩 집적회로,2465716831,110728,716104557,16399
2022.10,MCP,8542323000,8542323000,복합구조칩 집적회로,1645405495,70879,813284071,18081
2022.11,MCP,8542323000,8542323000,복합구조칩 집적회로,1347003024,71101,563413801,24121
2022.12,MCP,8542323000,8542323000,복합구조칩 집적회로,1485547274,83749,599383535,22984
