월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,알루미늄박,7606120000,127964451,49475830,2.5864,,
2020.02,알루미늄박,7606120000,124246736,49774925,2.4962,,-2.91
2020.03,알루미늄박,7606120000,135061375,54394875,2.483,,8.7
2020.04,알루미늄박,7606120000,123437079,50946660,2.4229,,-8.61
2020.05,알루미늄박,7606120000,105006512,45072992,2.3297,,-14.93
2020.06,알루미늄박,7606120000,110087541,47683478,2.3087,,4.84
2020.07,알루미늄박,7606120000,123463544,52006784,2.374,,12.15
2020.08,알루미늄박,7606120000,118804206,49331035,2.4083,,-3.77
2020.09,알루미늄박,7606120000,121575666,47989612,2.5334,,2.33
2020.10,알루미늄박,7606120000,116416508,45103413,2.5811,,-4.24
2020.11,알루미늄박,7606120000,109759665,42414038,2.5878,,-5.72
2020.12,알루미늄박,7606120000,157455612,58685769,2.683,,43.45
2021.01,알루미늄박,7606120000,139139397,49354388,2.8192,8.73,-11.63
2021.02,알루미늄박,7606120000,126343071,43684849,2.8921,1.69,-9.2
2021.03,알루미늄박,7606120000,155915164,53421053,2.9186,15.44,23.41
2021.04,알루미늄박,7606120000,174857291,56471603,3.0964,41.66,12.15
2021.05,알루미늄박,7606120000,179954652,55837197,3.2228,71.37,2.92
2021.06,알루미늄박,7606120000,197070733,58583051,3.364,79.01,9.51
2021.07,알루미늄박,7606120000,178082668,52703455,3.379,44.24,-9.64
2021.08,알루미늄박,7606120000,204106299,58625389,3.4815,71.8,14.61
2021.09,알루미늄박,7606120000,166548179,46035526,3.6178,36.99,-18.4
2021.10,알루미늄박,7606120000,121141721,31355756,3.8635,4.06,-27.26
2021.11,알루미늄박,7606120000,185696731,47075525,3.9447,69.18,53.29
2021.12,알루미늄박,7606120000,212790882,56584264,3.7606,35.14,14.59
2022.01,알루미늄박,7606120000,238712194,60511920,3.9449,71.56,12.18
2022.02,알루미늄박,7606120000,220918784,53291575,4.1455,74.86,-7.45
2022.03,알루미늄박,7606120000,249141488,55899746,4.4569,59.79,12.78
2022.04,알루미늄박,7606120000,287513660,60520558,4.7507,64.43,15.4
2022.05,알루미늄박,7606120000,276793041,62557369,4.4246,53.81,-3.73
2022.06,알루미늄박,7606120000,216780658,52563882,4.1241,10.0,-21.68
2022.07,알루미늄박,7606120000,228130052,61263704,3.7237,28.1,5.24
2022.08,알루미늄박,7606120000,238333297,66664384,3.5751,16.77,4.47
2022.09,알루미늄박,7606120000,202199306,57008792,3.5468,21.41,-15.16
2022.10,알루미늄박,7606120000,157053329,47366947,3.3157,29.64,-22.33
2022.11,알루미늄박,7606120000,100058421,29553775,3.3856,-46.12,-36.29
2022.12,알루미늄박,7606120000,150156612,45895212,3.2717,-29.43,50.07
2023.01,알루미늄박,7606120000,149549446,44426588,3.3662,-37.35,-0.4
2023.02,알루미늄박,7606120000,174287291,50582657,3.4456,-21.11,16.54
2023.03,알루미늄박,7606120000,183596005,55551771,3.305,-26.31,5.34
2023.04,알루미늄박,7606120000,167402758,51438035,3.2545,-41.78,-8.82
2023.05,알루미늄박,7606120000,204660194,62158778,3.2925,-26.06,22.26
2023.06,알루미늄박,7606120000,169221231,51144279,3.3087,-21.94,-17.32
2023.07,알루미늄박,7606120000,146270100,45638753,3.205,-35.88,-13.56
2023.08,알루미늄박,7606120000,164635470,52062186,3.1623,-30.92,12.56
2023.09,알루미늄박,7606120000,161334557,50784431,3.1769,-20.21,-2.0
2023.10,알루미늄박,7606120000,173425108,55124776,3.146,10.42,7.49
2023.11,알루미늄박,7606120000,137635873,43295303,3.179,37.56,-20.64
2023.12,알루미늄박,7606120000,152658132,48272459,3.1624,1.67,10.91
2024.01,알루미늄박,7606120000,205557986,64315960,3.1961,37.45,34.65
2024.02,알루미늄박,7606120000,155076658,47757254,3.2472,-11.02,-24.56
2024.03,알루미늄박,7606120000,167225448,52301214,3.1974,-8.92,7.83
2024.04,알루미늄박,7606120000,214486649,66469814,3.2268,28.13,28.26
2024.05,알루미늄박,7606120000,213506972,61274182,3.4845,4.32,-0.46
2024.06,알루미늄박,7606120000,224647610,64025302,3.5087,32.75,5.22
2024.07,알루미늄박,7606120000,211984068,60008028,3.5326,44.93,-5.64
2024.08,알루미늄박,7606120000,208024149,61141668,3.4023,26.35,-1.87
2024.09,알루미늄박,7606120000,203941136,59681804,3.4171,26.41,-1.96
2024.10,알루미늄박,7606120000,190110684,54269899,3.5031,9.62,-6.78
2024.11,알루미늄박,7606120000,208799100,57859490,3.6087,51.7,9.83
2024.12,알루미늄박,7606120000,251172914,71048668,3.5352,64.53,20.29
2025.01,알루미늄박,7606120000,205346267,57597191,3.5652,-0.1,-18.25
2025.02,알루미늄박,7606120000,236462701,65371209,3.6172,52.48,15.15
2025.03,알루미늄박,7606120000,252419623,68539444,3.6828,50.95,6.75
2025.04,알루미늄박,7606120000,263599039,72584183,3.6316,22.9,4.43
2025.05,알루미늄박,7606120000,217413910,63816985,3.4068,1.83,-17.52
