월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,GDDR기판,8534002000,200663803,322629,621.9646,,
2020.02,GDDR기판,8534002000,180410850,304623,592.243,,-10.09
2020.03,GDDR기판,8534002000,183972392,339867,541.307,,1.97
2020.04,GDDR기판,8534002000,173611504,305510,568.2678,,-5.63
2020.05,GDDR기판,8534002000,171486516,277838,617.2176,,-1.22
2020.06,GDDR기판,8534002000,193426023,315311,613.4452,,12.79
2020.07,GDDR기판,8534002000,212443005,377749,562.392,,9.83
2020.08,GDDR기판,8534002000,225754133,385504,585.6078,,6.27
2020.09,GDDR기판,8534002000,235578950,386963,608.7893,,4.35
2020.10,GDDR기판,8534002000,248307383,377124,658.4237,,5.4
2020.11,GDDR기판,8534002000,262656180,380962,689.4551,,5.78
2020.12,GDDR기판,8534002000,250355359,389296,643.0977,,-4.68
2021.01,GDDR기판,8534002000,253399689,419068,604.6744,26.28,1.22
2021.02,GDDR기판,8534002000,204199491,344563,592.6333,13.19,-19.42
2021.03,GDDR기판,8534002000,233067722,375126,621.3052,26.69,14.14
2021.04,GDDR기판,8534002000,220612012,375249,587.9083,27.07,-5.34
2021.05,GDDR기판,8534002000,231133706,398452,580.0792,34.78,4.77
2021.06,GDDR기판,8534002000,236693743,393724,601.1667,22.37,2.41
2021.07,GDDR기판,8534002000,291868499,436829,668.1528,37.39,23.31
2021.08,GDDR기판,8534002000,286282404,447454,639.803,26.81,-1.91
2021.09,GDDR기판,8534002000,277817125,433151,641.3863,17.93,-2.96
2021.10,GDDR기판,8534002000,277237990,422159,656.7146,11.65,-0.21
2021.11,GDDR기판,8534002000,272274413,432757,629.1624,3.66,-1.79
2021.12,GDDR기판,8534002000,278071713,387216,718.1307,11.07,2.13
2022.01,GDDR기판,8534002000,261301792,383922,680.6117,3.12,-6.03
2022.02,GDDR기판,8534002000,259960690,371289,700.1573,27.31,-0.51
2022.03,GDDR기판,8534002000,289997652,419199,691.7899,24.43,11.55
2022.04,GDDR기판,8534002000,275417280,384916,715.5257,24.84,-5.03
2022.05,GDDR기판,8534002000,289614773,393327,736.3206,25.3,5.15
2022.06,GDDR기판,8534002000,250069551,335187,746.0598,5.65,-13.65
2022.07,GDDR기판,8534002000,256770729,340218,754.7241,-12.03,2.68
2022.08,GDDR기판,8534002000,274105987,354611,772.9765,-4.25,6.75
2022.09,GDDR기판,8534002000,265731114,326827,813.0635,-4.35,-3.06
2022.10,GDDR기판,8534002000,242094038,295797,818.4466,-12.68,-8.9
2022.11,GDDR기판,8534002000,201689014,305461,660.2775,-25.92,-16.69
2022.12,GDDR기판,8534002000,182981827,296164,617.8395,-34.2,-9.28
2023.01,GDDR기판,8534002000,167966195,282943,593.6397,-35.72,-8.21
2023.02,GDDR기판,8534002000,132799843,249911,531.3885,-48.92,-20.94
2023.03,GDDR기판,8534002000,156810460,304286,515.3391,-45.93,18.08
2023.04,GDDR기판,8534002000,146505289,256964,570.1394,-46.81,-6.57
2023.05,GDDR기판,8534002000,190166362,327041,581.4756,-34.34,29.8
2023.06,GDDR기판,8534002000,206645024,329065,627.9763,-17.36,8.67
2023.07,GDDR기판,8534002000,210441658,330116,637.4779,-18.04,1.84
2023.08,GDDR기판,8534002000,216975443,348730,622.1875,-20.84,3.1
2023.09,GDDR기판,8534002000,202652847,328200,617.4675,-23.74,-6.6
2023.10,GDDR기판,8534002000,203676044,330214,616.8001,-15.87,0.5
2023.11,GDDR기판,8534002000,201317842,319702,629.7047,-0.18,-1.16
2023.12,GDDR기판,8534002000,174586083,280227,623.0166,-4.59,-13.28
2024.01,GDDR기판,8534002000,188663142,294937,639.6727,12.32,8.06
2024.02,GDDR기판,8534002000,156816719,256100,612.3261,18.09,-16.88
2024.03,GDDR기판,8534002000,163470020,274975,594.4905,4.25,4.24
2024.04,GDDR기판,8534002000,170482133,305663,557.7454,16.37,4.29
2024.05,GDDR기판,8534002000,191111721,317779,601.3982,0.5,12.1
2024.06,GDDR기판,8534002000,184257145,288964,637.6474,-10.83,-3.59
2024.07,GDDR기판,8534002000,202409117,314648,643.2875,-3.82,9.85
2024.08,GDDR기판,8534002000,192216402,282314,680.8603,-11.41,-5.04
2024.09,GDDR기판,8534002000,160822876,235410,683.1608,-20.64,-16.33
2024.10,GDDR기판,8534002000,171251452,277656,616.7756,-15.92,6.48
2024.11,GDDR기판,8534002000,162061917,277453,584.1058,-19.5,-5.37
2024.12,GDDR기판,8534002000,145560631,265257,548.7532,-16.63,-10.18
2025.01,GDDR기판,8534002000,152343541,263285,578.626,-19.25,4.66
2025.02,GDDR기판,8534002000,150842574,277618,543.3458,-3.81,-0.99
2025.03,GDDR기판,8534002000,165414083,285031,580.3372,1.19,9.66
2025.04,GDDR기판,8534002000,165498802,295102,560.819,-2.92,0.05
2025.05,GDDR기판,8534002000,149614531,263644,567.487,-21.71,-9.6
2025.06,GDDR기판,8534002000,163223281,284974,572.7655,-11.42,9.1
2025.07,GDDR기판,8534002000,181509763,314221,577.65,-10.33,11.2
2025.08,GDDR기판,8534002000,178209914,293022,608.1793,-7.29,-1.82
2025.09,GDDR기판,8534002000,192321606,335960,572.4539,19.59,7.92
2025.10,GDDR기판,8534002000,205998741,333350,617.9653,20.29,7.11
2025.11,GDDR기판,8534002000,183581554,300134,611.6653,13.28,-10.88
2025.12,GDDR기판,8534002000,202275656,339095,596.5162,38.96,10.18
2026.01,GDDR기판,8534002000,183205494,333196,549.843,20.26,-9.43
2026.02,GDDR기판,8534002000,150182811,272942,550.2371,-0.44,-18.02
2026.03,GDDR기판,8534002000,175657475,312035,562.9416,6.19,16.96
2026.04,GDDR기판,8534002000,167294186,300513,556.6953,1.08,-4.76
2026.05,GDDR기판,8534002000,158618042,272389,582.3218,6.02,-5.19
2026.06,GDDR기판,8534002000,166545874,295237,564.1091,2.04,5.0
2026.07,GDDR기판,8534002000,180869398,305312,592.4084,-0.35,8.6
2026.08,GDDR기판,8534002000,178292900,283480,628.9435,0.05,-1.42
