월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,해저케이블(2),8544602010,7967395,1649165,4.8312,,
2020.02,해저케이블(2),8544602010,10858971,2310658,4.6995,,36.29
2020.03,해저케이블(2),8544602010,12143716,2535701,4.7891,,11.83
2020.04,해저케이블(2),8544602010,14393944,2652161,5.4273,,18.53
2020.05,해저케이블(2),8544602010,13396284,2523204,5.3092,,-6.93
2020.06,해저케이블(2),8544602010,24878405,5032095,4.9439,,85.71
2020.07,해저케이블(2),8544602010,12421262,2612813,4.754,,-50.07
2020.08,해저케이블(2),8544602010,8085951,1693765,4.774,,-34.9
2020.09,해저케이블(2),8544602010,10361332,2340345,4.4273,,28.14
2020.10,해저케이블(2),8544602010,9626984,1921520,5.0101,,-7.09
2020.11,해저케이블(2),8544602010,29144808,3773458,7.7236,,202.74
2020.12,해저케이블(2),8544602010,6461936,1362820,4.7416,,-77.83
2021.01,해저케이블(2),8544602010,6098787,1154149,5.2842,-23.45,-5.62
2021.02,해저케이블(2),8544602010,41108128,5935718,6.9256,278.56,574.04
2021.03,해저케이블(2),8544602010,8358011,1712430,4.8808,-31.17,-79.67
2021.04,해저케이블(2),8544602010,7334154,1392838,5.2656,-49.05,-12.25
2021.05,해저케이블(2),8544602010,13489993,2448647,5.5092,0.7,83.93
2021.06,해저케이블(2),8544602010,14176721,2311884,6.1321,-43.02,5.09
2021.07,해저케이블(2),8544602010,14501578,2562454,5.6593,16.75,2.29
2021.08,해저케이블(2),8544602010,22001838,3750958,5.8657,172.1,51.72
2021.09,해저케이블(2),8544602010,22773246,3303470,6.8937,119.79,3.51
2021.10,해저케이블(2),8544602010,52074488,8678108,6.0007,440.92,128.67
2021.11,해저케이블(2),8544602010,20032226,2586666,7.7444,-31.27,-61.53
2021.12,해저케이블(2),8544602010,10287333,1919875,5.3583,59.2,-48.65
2022.01,해저케이블(2),8544602010,25865166,4062639,6.3666,324.1,151.43
2022.02,해저케이블(2),8544602010,48937211,8522129,5.7424,19.05,89.2
2022.03,해저케이블(2),8544602010,42214602,7074681,5.967,405.08,-13.74
2022.04,해저케이블(2),8544602010,65238806,10190173,6.4021,789.52,54.54
2022.05,해저케이블(2),8544602010,21032076,3401619,6.183,55.91,-67.76
2022.06,해저케이블(2),8544602010,43091512,6707937,6.424,203.96,104.88
2022.07,해저케이블(2),8544602010,23160449,3695440,6.2673,59.71,-46.25
2022.08,해저케이블(2),8544602010,20904220,3202654,6.5272,-4.99,-9.74
2022.09,해저케이블(2),8544602010,14198082,1923674,7.3807,-37.65,-32.08
2022.10,해저케이블(2),8544602010,13218800,1969597,6.7114,-74.62,-6.9
2022.11,해저케이블(2),8544602010,13216808,1823396,7.2485,-34.02,-0.02
2022.12,해저케이블(2),8544602010,24468339,3345141,7.3146,137.85,85.13
2023.01,해저케이블(2),8544602010,13532513,1856559,7.289,-47.68,-44.69
2023.02,해저케이블(2),8544602010,26980063,3109079,8.6778,-44.87,99.37
2023.03,해저케이블(2),8544602010,29798641,3840875,7.7583,-29.41,10.45
2023.04,해저케이블(2),8544602010,19391195,2762768,7.0188,-70.28,-34.93
2023.05,해저케이블(2),8544602010,48134343,8011626,6.0081,128.86,148.23
2023.06,해저케이블(2),8544602010,31944186,4972424,6.4243,-25.87,-33.64
2023.07,해저케이블(2),8544602010,26908260,4071823,6.6084,16.18,-15.76
2023.08,해저케이블(2),8544602010,31802647,4370277,7.277,52.14,18.19
2023.09,해저케이블(2),8544602010,36482216,4740294,7.6962,156.95,14.71
2023.10,해저케이블(2),8544602010,26209723,3080420,8.5085,98.28,-28.16
2023.11,해저케이블(2),8544602010,27828891,3452495,8.0605,110.56,6.18
2023.12,해저케이블(2),8544602010,20133469,2930948,6.8693,-17.72,-27.65
2024.01,해저케이블(2),8544602010,34828992,4460333,7.8086,157.37,72.99
2024.02,해저케이블(2),8544602010,24045474,3002232,8.0092,-10.88,-30.96
2024.03,해저케이블(2),8544602010,19319654,3139133,6.1545,-35.17,-19.65
2024.04,해저케이블(2),8544602010,26693716,4011980,6.6535,37.66,38.17
2024.05,해저케이블(2),8544602010,26892268,3971657,6.771,-44.13,0.74
2024.06,해저케이블(2),8544602010,29858285,4086214,7.3071,-6.53,11.03
2024.07,해저케이블(2),8544602010,26483556,3069619,8.6276,-1.58,-11.3
2024.08,해저케이블(2),8544602010,15555506,2465190,6.3101,-51.09,-41.26
2024.09,해저케이블(2),8544602010,19763007,2919452,6.7694,-45.83,27.05
2024.10,해저케이블(2),8544602010,32976155,4441430,7.4247,25.82,66.86
2024.11,해저케이블(2),8544602010,16355645,2205072,7.4173,-41.23,-50.4
2024.12,해저케이블(2),8544602010,20012273,2882398,6.9429,-0.6,22.36
2025.01,해저케이블(2),8544602010,15908271,2266391,7.0192,-54.32,-20.51
2025.02,해저케이블(2),8544602010,17884851,2688584,6.6521,-25.62,12.42
2025.03,해저케이블(2),8544602010,32924275,3998038,8.2351,70.42,84.09
2025.04,해저케이블(2),8544602010,31643275,4017414,7.8765,18.54,-3.89
2025.05,해저케이블(2),8544602010,31990836,4376505,7.3097,18.96,1.1
