월,품목명,HS코드,국가코드,국가명,수출금액_USD,수출중량_KG
2022.01,리튬이온전지_ESS_proxy,850760,US,미국,164588952,5082981
2022.01,리튬이온전지_ESS_proxy,850760,CN,중국,23676355,506971
2022.01,리튬이온전지_ESS_proxy,850760,JP,일본,18829513,600035
2022.01,리튬이온전지_ESS_proxy,850760,VN,베트남,37181091,488100
2022.01,리튬이온전지_ESS_proxy,850760,HK,홍콩,5219057,137846
2022.01,리튬이온전지_ESS_proxy,850760,FR,프랑스,10292095,319544
2022.01,리튬이온전지_ESS_proxy,850760,PL,폴란드,18348833,528949
2022.01,리튬이온전지_ESS_proxy,850760,GB,영국,2554412,71980
2022.01,리튬이온전지_ESS_proxy,850760,OTHER,기타,193157356,6228103
2022.02,리튬이온전지_ESS_proxy,850760,US,미국,165939469,5012406
2022.02,리튬이온전지_ESS_proxy,850760,CN,중국,20572174,486939
2022.02,리튬이온전지_ESS_proxy,850760,JP,일본,9325724,268411
2022.02,리튬이온전지_ESS_proxy,850760,VN,베트남,29820141,362175
2022.02,리튬이온전지_ESS_proxy,850760,HK,홍콩,2680890,54085
2022.02,리튬이온전지_ESS_proxy,850760,FR,프랑스,19175672,592955
2022.02,리튬이온전지_ESS_proxy,850760,PL,폴란드,12387957,342297
2022.02,리튬이온전지_ESS_proxy,850760,GB,영국,3150065,79392
2022.02,리튬이온전지_ESS_proxy,850760,OTHER,기타,204659669,6763180
2022.03,리튬이온전지_ESS_proxy,850760,US,미국,268101745,8631096
2022.03,리튬이온전지_ESS_proxy,850760,CN,중국,33204352,790524
2022.03,리튬이온전지_ESS_proxy,850760,JP,일본,14573272,438665
2022.03,리튬이온전지_ESS_proxy,850760,VN,베트남,43031614,640538
2022.03,리튬이온전지_ESS_proxy,850760,HK,홍콩,3487280,73199
2022.03,리튬이온전지_ESS_proxy,850760,FR,프랑스,12366434,344558
2022.03,리튬이온전지_ESS_proxy,850760,PL,폴란드,21318918,582242
2022.03,리튬이온전지_ESS_proxy,850760,GB,영국,2163683,60493
2022.03,리튬이온전지_ESS_proxy,850760,OTHER,기타,196937614,6162545
2022.04,리튬이온전지_ESS_proxy,850760,US,미국,252203912,7619936
2022.04,리튬이온전지_ESS_proxy,850760,CN,중국,20255257,427844
2022.04,리튬이온전지_ESS_proxy,850760,JP,일본,16125808,543535
2022.04,리튬이온전지_ESS_proxy,850760,VN,베트남,46354993,944592
