월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2022.01,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",11824360,15171,1418357,768
2022.01,톡신,300249,3002492000,미생물 배양체,493136,2456,4639747,48339
2022.01,톡신,300249,3002493000,바이러스와 항바이러스,7762910,741,121744,141
2022.01,톡신,300249,3002494000,기타[박테리오파지(bacteriophage)를 포함한다],1567994,3307,10485,1
2022.02,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",7651142,10469,2510767,1373
2022.02,톡신,300249,3002492000,미생물 배양체,1004743,4753,3493131,18897
2022.02,톡신,300249,3002493000,바이러스와 항바이러스,426888,84,126903,86
2022.02,톡신,300249,3002494000,기타[박테리오파지(bacteriophage)를 포함한다],1148484,2591,86633,42
2022.03,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",11240836,14428,1598931,858
2022.03,톡신,300249,3002492000,미생물 배양체,792773,1835,6189684,54409
2022.03,톡신,300249,3002493000,바이러스와 항바이러스,7568,7,241639,110
2022.03,톡신,300249,3002494000,기타[박테리오파지(bacteriophage)를 포함한다],2573632,5954,200278,4053
2022.04,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",13254869,28697,1127080,581
2022.04,톡신,300249,3002492000,미생물 배양체,427109,1457,5671851,37595
2022.04,톡신,300249,3002493000,바이러스와 항바이러스,924,3,129910,89
2022.04,톡신,300249,3002494000,기타[박테리오파지(bacteriophage)를 포함한다],8166111,29370,86830,1721
2022.05,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",11145388,16415,1185027,691
2022.05,톡신,300249,3002492000,미생물 배양체,1685457,2121,5661626,47236
2022.05,톡신,300249,3002493000,바이러스와 항바이러스,35468766,2416,293107,140
2022.05,톡신,300249,3002494000,기타[박테리오파지(bacteriophage)를 포함한다],2097935,6133,34371,42
2022.06,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",22860432,24320,1076204,711
2022.06,톡신,300249,3002492000,미생물 배양체,1822660,5480,6330905,58032
2022.06,톡신,300249,3002493000,바이러스와 항바이러스,13434907,1453,106988,132
2022.06,톡신,300249,3002494000,기타[박테리오파지(bacteriophage)를 포함한다],3379485,8645,32551,19
2022.07,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",23775720,19795,4372524,2570
2022.07,톡신,300249,3002492000,미생물 배양체,625759,7250,3942816,29880
2022.07,톡신,300249,3002493000,바이러스와 항바이러스,6811936,400,132406,163
2022.07,톡신,300249,3002494000,기타[박테리오파지(bacteriophage)를 포함한다],4271003,12426,13290,14
2022.08,톡신,300249,3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)",16009655,18799,1148914,676
2022.08,톡신,300249,3002492000,미생물 배양체,620877,1765,4242414,43421
