월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,마스크팩,3307904000,19146571,1364630,14.0306,,
2020.02,마스크팩,3307904000,29292074,2127345,13.7693,,52.99
2020.03,마스크팩,3307904000,60554885,4949209,12.2353,,106.73
2020.04,마스크팩,3307904000,49048657,3260038,15.0454,,-19.0
2020.05,마스크팩,3307904000,37776660,2981254,12.6714,,-22.98
2020.06,마스크팩,3307904000,33978291,2833640,11.991,,-10.05
2020.07,마스크팩,3307904000,35077603,2985070,11.751,,3.24
2020.08,마스크팩,3307904000,33217970,2403854,13.8186,,-5.3
2020.09,마스크팩,3307904000,53868282,4385093,12.2844,,62.17
2020.10,마스크팩,3307904000,57410035,4373930,13.1255,,6.57
2020.11,마스크팩,3307904000,53581613,3705631,14.4595,,-6.67
2020.12,마스크팩,3307904000,43864836,3295481,13.3106,,-18.13
2021.01,마스크팩,3307904000,53445651,4490585,11.9017,179.14,21.84
2021.02,마스크팩,3307904000,33091083,2807571,11.7864,12.97,-38.08
2021.03,마스크팩,3307904000,55641523,4945671,11.2506,-8.11,68.15
2021.04,마스크팩,3307904000,54969115,5044533,10.8968,12.07,-1.21
2021.05,마스크팩,3307904000,48012398,3855919,12.4516,27.1,-12.66
2021.06,마스크팩,3307904000,46352532,4015201,11.5443,36.42,-3.46
2021.07,마스크팩,3307904000,48456197,3701332,13.0916,38.14,4.54
2021.08,마스크팩,3307904000,45949041,4254490,10.8001,38.33,-5.17
2021.09,마스크팩,3307904000,60370385,4984368,12.1119,12.07,31.39
2021.10,마스크팩,3307904000,57745244,4813330,11.9969,0.58,-4.35
2021.11,마스크팩,3307904000,52455562,4604847,11.3914,-2.1,-9.16
2021.12,마스크팩,3307904000,36719438,3168612,11.5885,-16.29,-30.0
2022.01,마스크팩,3307904000,36334163,3686321,9.8565,-32.02,-1.05
2022.02,마스크팩,3307904000,33829788,3136319,10.7865,2.23,-6.89
2022.03,마스크팩,3307904000,39990200,3510434,11.3918,-28.13,18.21
2022.04,마스크팩,3307904000,45969072,3974332,11.5665,-16.37,14.95
2022.05,마스크팩,3307904000,40842761,3700451,11.0372,-14.93,-11.15
2022.06,마스크팩,3307904000,39627965,4154807,9.5379,-14.51,-2.97
2022.07,마스크팩,3307904000,40303067,4175184,9.653,-16.83,1.7
2022.08,마스크팩,3307904000,35757935,3840993,9.3096,-22.18,-11.28
2022.09,마스크팩,3307904000,36860557,4090234,9.0118,-38.94,3.08
2022.10,마스크팩,3307904000,34991755,3755639,9.3171,-39.4,-5.07
2022.11,마스크팩,3307904000,29838148,3219431,9.2681,-43.12,-14.73
2022.12,마스크팩,3307904000,39027858,3664361,10.6507,6.29,30.8
2023.01,마스크팩,3307904000,25064331,2092729,11.9769,-31.02,-35.78
2023.02,마스크팩,3307904000,24943432,2032696,12.2711,-26.27,-0.48
2023.03,마스크팩,3307904000,41787130,3362309,12.4281,4.49,67.53
2023.04,마스크팩,3307904000,29643969,2750589,10.7773,-35.51,-29.06
2023.05,마스크팩,3307904000,28730240,2565975,11.1966,-29.66,-3.08
2023.06,마스크팩,3307904000,28920601,2507157,11.5352,-27.02,0.66
2023.07,마스크팩,3307904000,32105329,2956289,10.86,-20.34,11.01
2023.08,마스크팩,3307904000,30163667,2904639,10.3847,-15.64,-6.05
2023.09,마스크팩,3307904000,36173112,3410495,10.6064,-1.86,19.92
2023.10,마스크팩,3307904000,35201156,3159751,11.1405,0.6,-2.69
2023.11,마스크팩,3307904000,29754089,2704106,11.0033,-0.28,-15.47
2023.12,마스크팩,3307904000,28166633,2547221,11.0578,-27.83,-5.34
2024.01,마스크팩,3307904000,27394223,2496328,10.9738,9.3,-2.74
2024.02,마스크팩,3307904000,27595962,2315356,11.9187,10.63,0.74
2024.03,마스크팩,3307904000,34422638,3282220,10.4876,-17.62,24.74
2024.04,마스크팩,3307904000,35601981,3300720,10.7861,20.1,3.43
2024.05,마스크팩,3307904000,42728521,3974190,10.7515,48.72,20.02
2024.06,마스크팩,3307904000,38771835,3245885,11.9449,34.06,-9.26
2024.07,마스크팩,3307904000,48331608,4445856,10.8712,50.54,24.66
2024.08,마스크팩,3307904000,42021907,3453442,12.1681,39.31,-13.06
2024.09,마스크팩,3307904000,43397950,3659793,11.858,19.97,3.27
2024.10,마스크팩,3307904000,53246319,4841707,10.9974,51.26,22.69
2024.11,마스크팩,3307904000,47171422,4225301,11.164,58.54,-11.41
2024.12,마스크팩,3307904000,39835409,3657574,10.8912,41.43,-15.55
2025.01,마스크팩,3307904000,39027727,3528319,11.0613,42.47,-2.03
2025.02,마스크팩,3307904000,42511031,3809709,11.1586,54.05,8.93
2025.03,마스크팩,3307904000,41672324,3661956,11.3798,21.06,-1.97
2025.04,마스크팩,3307904000,54666815,4797159,11.3957,53.55,31.18
2025.05,마스크팩,3307904000,47240110,4260657,11.0875,10.56,-13.59
2025.06,마스크팩,3307904000,50755375,4338003,11.7002,30.91,7.44
2025.07,마스크팩,3307904000,53431328,4742999,11.2653,10.55,5.27
2025.08,마스크팩,3307904000,49580452,4201928,11.7995,17.99,-7.21
2025.09,마스크팩,3307904000,67825838,5590091,12.1332,56.29,36.8
2025.10,마스크팩,3307904000,51743157,3827184,13.5199,-2.82,-23.71
2025.11,마스크팩,3307904000,56480891,4284462,13.1827,19.74,9.16
2025.12,마스크팩,3307904000,53247243,4467975,11.9175,33.67,-5.73
2026.01,마스크팩,3307904000,56537389,4081539,13.852,44.86,6.18
2026.02,마스크팩,3307904000,41434005,3541205,11.7005,-2.53,-26.71
2026.03,마스크팩,3307904000,60457560,4543131,13.3075,45.08,45.91
2026.04,마스크팩,3307904000,81470393,5172909,15.7494,49.03,34.76
2026.05,마스크팩,3307904000,46600646,3919293,11.8901,-1.35,-42.8
2026.06,마스크팩,3307904000,66838360,5107945,13.0852,31.69,43.43
2026.07,마스크팩,3307904000,60846076,4536050,13.4139,13.88,-8.97
2026.08,마스크팩,3307904000,54275537,4434302,12.2399,9.47,-10.8
