월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2020.01,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6514181,109614,2252712,58886
2020.02,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8913869,122838,1570646,32417
2020.03,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10603617,176872,2724312,67228
2020.04,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8248940,139062,3222241,53291
2020.05,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6660095,119763,3098182,57999
2020.06,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8276594,141295,2912121,58160
2020.07,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6640031,107611,2522168,45051
2020.08,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,5163198,89812,2247736,55905
2020.09,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8376167,130093,3195499,44181
2020.10,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,5384811,88098,2912210,46984
2020.11,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6239137,102400,1790890,50960
2020.12,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8333685,138505,3907673,69261
2021.01,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6655813,106909,3038007,48310
2021.02,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6110714,89649,3476162,57409
2021.03,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8117715,126614,3889724,73831
2021.04,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6673062,96611,4603969,74065
2021.05,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8429659,121797,3720599,72190
2021.06,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10191955,150818,3475046,75426
2021.07,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6914080,95647,3622033,65130
2021.08,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8587457,132548,3215607,62223
2021.09,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8232990,117162,2302819,52815
2021.10,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,4507068,60330,2594869,66574
2021.11,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6254353,90318,3509619,80410
2021.12,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10153631,134395,3333512,70567
2022.01,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,5661990,79808,2562512,58820
2022.02,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,3898809,70885,2908000,53615
2022.03,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,6734732,96822,3227742,69270
2022.04,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,7889049,111298,3502820,74250
2022.05,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8162929,115737,3802986,81982
2022.06,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9195225,132773,3605258,87094
2022.07,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8822542,113414,3160223,80381
2022.08,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8098068,112391,4270604,87342
2022.09,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11009537,141653,2844279,60266
2022.10,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10346494,135536,2959879,64854
2022.11,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9067399,120341,3195464,77193
2022.12,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,15837955,206345,3608221,89844
2023.01,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9943245,116753,3110032,69305
2023.02,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9656519,140072,2282094,47491
2023.03,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12954090,157245,3951878,98700
2023.04,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10213022,106164,3103225,70853
2023.05,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12561836,210463,3685857,80700
2023.06,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,33133574,770006,3153984,91344
2023.07,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11598996,151368,2629121,70538
2023.08,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10693826,129136,2881225,70742
2023.09,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10765674,145961,2591918,64130
2023.10,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9378138,130193,3217166,79212
2023.11,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10525455,151282,3214232,97344
2023.12,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,15429485,177510,3252895,68108
2024.01,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,8365881,141475,4090850,105546
2024.02,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9313681,138413,2358641,48763
2024.03,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12461145,180999,3795457,70330
2024.04,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9788498,155384,3205973,77653
2024.05,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11579862,167229,3620963,101885
2024.06,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12880689,153807,3143558,91925
2024.07,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9015909,133776,3230493,77963
2024.08,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11474195,151660,3329768,90058
2024.09,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10628432,126269,3374958,79873
2024.10,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12280574,145022,2552231,65771
2024.11,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10229839,133467,2774750,84611
2024.12,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,19850512,182015,3084735,78107
2025.01,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,7000761,90164,2762520,83533
2025.02,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12716600,165573,2019764,39508
2025.03,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11749065,122989,4199501,90597
2025.04,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11771426,141607,2648188,76937
2025.05,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,13485233,154513,3114012,58559
2025.06,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,14023899,163411,3298260,88123
2025.07,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,13975164,194067,2172950,44249
2025.08,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12615707,174118,2117412,47916
2025.09,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,15624515,188803,2509256,70950
2025.10,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,9205727,137540,3484729,64006
2025.11,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,12429846,162972,1998951,53890
2025.12,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,18167972,189242,2676426,81746
2026.01,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11871204,166466,4434379,66275
2026.02,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10477348,157038,2673569,54360
2026.03,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,16657594,198027,4857828,61865
2026.04,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,11961725,170067,4112981,85631
2026.05,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,14771334,155211,4548420,85072
2026.06,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,13248312,142554,3931677,84785
2026.07,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,15884259,184719,4049349,92569
2026.08,리튬1차전지,8506500000,8506500000,리튬으로 만든 것,10268559,110999,2634412,68552
