월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,DRAM,8542321010,1316193331,85111,15464.4327,,
2020.02,DRAM,8542321010,1379236449,80101,17218.717,,4.79
2020.03,DRAM,8542321010,1547462432,89243,17339.8746,,12.2
2020.04,DRAM,8542321010,1606693608,82427,19492.3218,,3.83
2020.05,DRAM,8542321010,1729492217,102723,16836.4652,,7.64
2020.06,DRAM,8542321010,1742598810,127177,13702.1538,,0.76
2020.07,DRAM,8542321010,1710712981,131768,12982.765,,-1.83
2020.08,DRAM,8542321010,1656460521,143355,11554.9546,,-3.17
2020.09,DRAM,8542321010,1722417618,169275,10175.2628,,3.98
2020.10,DRAM,8542321010,1708850579,167472,10203.7987,,-0.79
2020.11,DRAM,8542321010,1545290464,182857,8450.8138,,-9.57
2020.12,DRAM,8542321010,1361206326,115196,11816.4374,,-11.91
2021.01,DRAM,8542321010,1497226281,112614,13295.2056,13.75,9.99
2021.02,DRAM,8542321010,1526633720,154410,9886.8838,10.69,1.96
2021.03,DRAM,8542321010,1785261687,170200,10489.1991,15.37,16.94
2021.04,DRAM,8542321010,1858230153,155028,11986.4163,15.66,4.09
2021.05,DRAM,8542321010,1946726364,161139,12081.0379,12.56,4.76
2021.06,DRAM,8542321010,2176813167,126963,17145.2562,24.92,11.82
2021.07,DRAM,8542321010,2281692195,125481,18183.5672,33.38,4.82
2021.08,DRAM,8542321010,2571096763,143500,17917.0506,55.22,12.68
2021.09,DRAM,8542321010,2568940514,133506,19242.1353,49.15,-0.08
2021.10,DRAM,8542321010,2466591328,143209,17223.7173,44.34,-3.98
2021.11,DRAM,8542321010,2453171225,126253,19430.5975,58.75,-0.54
2021.12,DRAM,8542321010,2556653940,146062,17503.8952,87.82,4.22
2022.01,DRAM,8542321010,2258480961,147241,15338.669,50.84,-11.66
2022.02,DRAM,8542321010,2164415779,136233,15887.6027,41.78,-4.16
2022.03,DRAM,8542321010,2462223601,162127,15187.0053,37.92,13.76
2022.04,DRAM,8542321010,2183887307,135204,16152.5347,17.53,-11.3
2022.05,DRAM,8542321010,2469963975,115449,21394.4164,26.88,13.1
2022.06,DRAM,8542321010,2489672563,146849,16953.9633,14.37,0.8
2022.07,DRAM,8542321010,2368371059,189105,12524.106,3.8,-4.87
2022.08,DRAM,8542321010,2003245387,132187,15154.6324,-22.09,-15.42
2022.09,DRAM,8542321010,1823274576,131688,13845.4117,-29.03,-8.98
2022.10,DRAM,8542321010,1565413680,175212,8934.3976,-36.54,-14.14
2022.11,DRAM,8542321010,1402702132,163198,8595.0939,-42.82,-10.39
2022.12,DRAM,8542321010,1419716100,192471,7376.2598,-44.47,1.21
2023.01,DRAM,8542321010,889144043,117589,7561.4559,-60.63,-37.37
2023.02,DRAM,8542321010,947429033,113507,8346.8776,-56.23,6.56
2023.03,DRAM,8542321010,1134771349,132726,8549.7291,-53.91,19.77
2023.04,DRAM,8542321010,1163518682,146179,7959.5474,-46.72,2.53
2023.05,DRAM,8542321010,1193004804,157646,7567.6186,-51.7,2.53
2023.06,DRAM,8542321010,1164243281,151030,7708.6889,-53.24,-2.41
2023.07,DRAM,8542321010,1142171397,105137,10863.6484,-51.77,-1.9
2023.08,DRAM,8542321010,1285823533,128943,9972.0305,-35.81,12.58
2023.09,DRAM,8542321010,1181502470,132541,8914.2414,-35.2,-8.11
2023.10,DRAM,8542321010,1140724023,112381,10150.5061,-27.13,-3.45
2023.11,DRAM,8542321010,1341588637,129216,10382.5272,-4.36,17.61
2023.12,DRAM,8542321010,1452659619,159940,9082.5286,2.32,8.28
2024.01,DRAM,8542321010,1407209178,128871,10919.5178,58.27,-3.13
2024.02,DRAM,8542321010,1491461901,116134,12842.5948,57.42,5.99
2024.03,DRAM,8542321010,1628992789,112855,14434.3874,43.55,9.22
2024.04,DRAM,8542321010,1594783559,106336,14997.5884,37.07,-2.1
2024.05,DRAM,8542321010,1767125202,114315,15458.3843,48.12,10.81
2024.06,DRAM,8542321010,1899278376,116958,16238.9779,63.13,7.48
2024.07,DRAM,8542321010,1986235775,105435,18838.486,73.9,4.58
2024.08,DRAM,8542321010,1839895463,97961,18781.9179,43.09,-7.37
2024.09,DRAM,8542321010,1888282735,121385,15556.1456,59.82,2.63
2024.10,DRAM,8542321010,1912033811,95560,20008.7255,67.62,1.26
2024.11,DRAM,8542321010,1825067835,106942,17065.9594,36.04,-4.55
2024.12,DRAM,8542321010,2096464352,135570,15464.0728,44.32,14.87
2025.01,DRAM,8542321010,1836333612,125008,14689.7288,30.49,-12.41
2025.02,DRAM,8542321010,1681458212,125509,13397.1127,12.74,-8.43
2025.03,DRAM,8542321010,2106604276,148325,14202.6245,29.32,25.28
2025.04,DRAM,8542321010,2103328275,134012,15695.0741,31.89,-0.16
2025.05,DRAM,8542321010,2244898642,160112,14020.802,27.04,6.73
2025.06,DRAM,8542321010,2291729325,188467,12159.844,20.66,2.09
