월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2020.01,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,20874561,361101,33181440,3845292
2020.02,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,19378184,339224,29162269,2370140
2020.03,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,25802648,447186,43307527,5320843
2020.04,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,22983650,382700,37474455,3941194
2020.05,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,22881212,345613,26560519,2086693
2020.06,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,24481110,421217,31144094,2722856
2020.07,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,28394243,581496,34231507,3501802
2020.08,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,23871263,408405,35828156,3658553
2020.09,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,24229632,387671,34550484,3533202
2020.10,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,21919591,353640,37052006,4048132
2020.11,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,22270570,425479,39216960,4082582
2020.12,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,25448031,467483,40949172,3531267
2021.01,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,23507079,456529,40099090,3566800
2021.02,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,21849483,316878,40084471,3122589
2021.03,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,28080262,476450,52558737,4649822
2021.04,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,27223206,455853,57285689,4574504
2021.05,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,34688743,448240,50738119,3756502
2021.06,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,40334631,525870,50034824,3401378
2021.07,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,36043437,470952,48094084,2957049
2021.08,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,36614083,402446,43556089,2625920
2021.09,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,29907246,388342,48874980,3269717
2021.10,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,32277092,457630,49098253,3077414
2021.11,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,29952899,425926,56154943,3911141
2021.12,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,33061625,494858,51014850,3185589
2022.01,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,28701506,424846,51433244,3477470
2022.02,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,30378651,437948,41712239,2692829
2022.03,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,34832934,494030,52595885,3911972
2022.04,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,36604512,537525,43122046,2580891
2022.05,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,36024598,495471,49041660,3868296
2022.06,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,37701886,505053,44845314,3145834
2022.07,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,37968317,473354,39081171,2701432
2022.08,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,35366531,477142,34710944,2598774
2022.09,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,31644707,406229,37534846,3055107
2022.10,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,25500859,344278,29728119,2807073
2022.11,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,20852803,357973,32818529,3402604
2022.12,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,24890540,369705,33058947,3276857
2023.01,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,20122431,285760,32337972,3316373
2023.02,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,16382555,322981,32528137,2731665
2023.03,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,23908832,345644,39500975,3465444
2023.04,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,31080328,363377,32358727,2650762
2023.05,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,36233577,517150,31564227,2997810
2023.06,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,29458251,363535,31880103,3089159
2023.07,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,33196188,463010,32195690,3172179
2023.08,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,34849796,473412,33079884,3457878
2023.09,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,30235639,405220,33023772,3570542
2023.10,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,34797219,555063,32912676,3160317
2023.11,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,33294437,447243,29274427,3321635
2023.12,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,31743596,514368,30724482,2974405
2024.01,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,33197984,418478,29924436,2686802
2024.02,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,26776035,342251,26890952,2321025
2024.03,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,30876255,421621,30594062,2869234
2024.04,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,32034148,520152,33306465,2974232
2024.05,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,31142948,457168,35920839,4001388
2024.06,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,29474302,419775,32372451,3312137
2024.07,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,38088995,528666,28573358,2325247
2024.08,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,30702913,443252,27558750,2441906
2024.09,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,30037767,437432,29304317,2240776
2024.10,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,34603323,506364,29725211,2549420
2024.11,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,38632505,527207,30604438,2723752
2024.12,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,49037579,630656,33482819,3570864
2025.01,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,40917690,480054,23541664,1438662
2025.02,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,39714910,515173,28403052,1871286
2025.03,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,50427235,616916,31925463,2687325
2025.04,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,55393974,694716,35878963,2922735
2025.05,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,65679040,756842,35474092,2262220
2025.06,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,54851029,658011,32430375,2012121
2025.07,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,58178140,638948,36524953,2188519
2025.08,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,57081076,654859,35666800,2219892
2025.09,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,66905152,768960,40505246,3202115
2025.10,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,68888061,774301,35814611,2387789
2025.11,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,64706079,730105,38617007,2647843
2025.12,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,59865541,697793,38722583,2153443
2026.01,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,70928175,853548,34480512,2256238
2026.02,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,63159904,673662,35538917,1788980
2026.03,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,65267425,713311,43643219,2105464
2026.04,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,67726190,781510,45891926,2175280
2026.05,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,74625057,801653,48689451,2542887
2026.06,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,86235267,919948,54588611,2642526
2026.07,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,89391914,915294,66102781,2947618
2026.08,동박,7410211000,7410211000,인쇄회로판 제조에 적합한 모양인 것,73243412,799896,60893545,2364946
