월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,소켓,8536909090,57684109,736295,78.3437,,
2020.02,소켓,8536909090,55437273,1002867,55.2788,,-3.9
2020.03,소켓,8536909090,57576999,930424,61.8825,,3.86
2020.04,소켓,8536909090,50090013,901151,55.5845,,-13.0
2020.05,소켓,8536909090,43534790,759160,57.346,,-13.09
2020.06,소켓,8536909090,55308227,827059,66.8734,,27.04
2020.07,소켓,8536909090,67478837,1243180,54.2792,,22.01
2020.08,소켓,8536909090,61707522,833183,74.0624,,-8.55
2020.09,소켓,8536909090,64884188,1282692,50.5844,,5.15
2020.10,소켓,8536909090,65174670,1171933,55.613,,0.45
2020.11,소켓,8536909090,71072016,1170893,60.699,,9.05
2020.12,소켓,8536909090,77249186,1423983,54.2487,,8.69
2021.01,소켓,8536909090,74124108,1280363,57.893,28.5,-4.05
2021.02,소켓,8536909090,66639698,1032675,64.5311,20.21,-10.1
2021.03,소켓,8536909090,74834335,1331491,56.2034,29.97,12.3
2021.04,소켓,8536909090,70510485,1303535,54.0917,40.77,-5.78
2021.05,소켓,8536909090,65654496,1241113,52.8997,50.81,-6.89
2021.06,소켓,8536909090,76616948,1457253,52.5763,38.53,16.7
2021.07,소켓,8536909090,81317952,1231190,66.0483,20.51,6.14
2021.08,소켓,8536909090,67644481,931042,72.6546,9.62,-16.81
2021.09,소켓,8536909090,66193531,1051805,62.9333,2.02,-2.14
2021.10,소켓,8536909090,68254176,1178943,57.8944,4.73,3.11
2021.11,소켓,8536909090,79802030,1244533,64.1221,12.28,16.92
2021.12,소켓,8536909090,83432075,1319416,63.2341,8.0,4.55
2022.01,소켓,8536909090,78119005,1209534,64.586,5.39,-6.37
2022.02,소켓,8536909090,75387131,1134722,66.4367,13.13,-3.5
2022.03,소켓,8536909090,95054236,1418030,67.0326,27.02,26.09
2022.04,소켓,8536909090,86634002,1325792,65.3451,22.87,-8.86
2022.05,소켓,8536909090,73435911,1276488,57.5297,11.85,-15.23
2022.06,소켓,8536909090,72999979,1310297,55.7125,-4.72,-0.59
2022.07,소켓,8536909090,76401507,1421615,53.7428,-6.05,4.66
2022.08,소켓,8536909090,69420285,1263784,54.9305,2.63,-9.14
2022.09,소켓,8536909090,75730826,1502142,50.4152,14.41,9.09
2022.10,소켓,8536909090,71685560,1309482,54.7434,5.03,-5.34
2022.11,소켓,8536909090,75803446,1243293,60.9699,-5.01,5.74
2022.12,소켓,8536909090,80064335,1485628,53.8926,-4.04,5.62
2023.01,소켓,8536909090,70679757,1146587,61.6436,-9.52,-11.72
2023.02,소켓,8536909090,69126216,1269799,54.4387,-8.31,-2.2
2023.03,소켓,8536909090,77699850,1548069,50.1915,-18.26,12.4
2023.04,소켓,8536909090,64260749,1309871,49.0588,-25.83,-17.3
2023.05,소켓,8536909090,73353729,1514602,48.431,-0.11,14.15
2023.06,소켓,8536909090,81673854,1813848,45.0279,11.88,11.34
2023.07,소켓,8536909090,77976112,1633659,47.731,2.06,-4.53
2023.08,소켓,8536909090,75209481,1723144,43.6467,8.34,-3.55
2023.09,소켓,8536909090,69420694,1514835,45.8272,-8.33,-7.7
2023.10,소켓,8536909090,60009775,1285896,46.6677,-16.29,-13.56
2023.11,소켓,8536909090,59056665,1192736,49.5136,-22.09,-1.59
2023.12,소켓,8536909090,51418193,1041251,49.3812,-35.78,-12.93
2024.01,소켓,8536909090,67613989,1380912,48.9633,-4.34,31.5
2024.02,소켓,8536909090,65123824,1461997,44.5444,-5.79,-3.68
2024.03,소켓,8536909090,66230226,1473478,44.9482,-14.76,1.7
2024.04,소켓,8536909090,68215995,1570540,43.4347,6.15,3.0
2024.05,소켓,8536909090,73601066,1688441,43.5911,0.34,7.89
2024.06,소켓,8536909090,73706658,1509936,48.8144,-9.75,0.14
2024.07,소켓,8536909090,71607345,1466370,48.8331,-8.17,-2.85
2024.08,소켓,8536909090,69810905,1452878,48.0501,-7.18,-2.51
2024.09,소켓,8536909090,69531740,1372376,50.6652,0.16,-0.4
2024.10,소켓,8536909090,72037050,1604102,44.908,20.04,3.6
2024.11,소켓,8536909090,67384271,1374212,49.0348,14.1,-6.46
2024.12,소켓,8536909090,72617346,1412814,51.3991,41.23,7.77
2025.01,소켓,8536909090,60184976,1172067,51.3494,-10.99,-17.12
2025.02,소켓,8536909090,65338667,1319554,49.5157,0.33,8.56
2025.03,소켓,8536909090,72337417,1449039,49.921,9.22,10.71
2025.04,소켓,8536909090,77292212,1555315,49.6955,13.31,6.85
2025.05,소켓,8536909090,73560380,1436914,51.1933,-0.06,-4.83
2025.06,소켓,8536909090,82071033,1696153,48.3866,11.35,11.57
2025.07,소켓,8536909090,87141438,1965592,44.3334,21.69,6.18
2025.08,소켓,8536909090,81318816,1749515,46.4808,16.48,-6.68
