월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,SSD,8523511000,687959102,190558,3610.2347,,
2020.02,SSD,8523511000,825717898,210698,3918.9641,,20.02
2020.03,SSD,8523511000,848476597,201852,4203.459,,2.76
2020.04,SSD,8523511000,824275791,191850,4296.4597,,-2.85
2020.05,SSD,8523511000,956287024,209872,4556.525,,16.02
2020.06,SSD,8523511000,965524000,213466,4523.081,,0.97
2020.07,SSD,8523511000,835864921,180167,4639.3897,,-13.43
2020.08,SSD,8523511000,1014406846,197340,5140.4016,,21.36
2020.09,SSD,8523511000,940051304,211797,4438.4543,,-7.33
2020.10,SSD,8523511000,675635940,173741,3888.7536,,-28.13
2020.11,SSD,8523511000,682059353,175709,3881.7554,,0.95
2020.12,SSD,8523511000,788171952,181344,4346.2808,,15.56
2021.01,SSD,8523511000,698505060,200493,3483.9374,1.53,-11.38
2021.02,SSD,8523511000,774313712,215841,3587.4264,-6.23,10.85
2021.03,SSD,8523511000,910644390,246882,3688.5815,7.33,17.61
2021.04,SSD,8523511000,746152788,205355,3633.4776,-9.48,-18.06
2021.05,SSD,8523511000,965062743,242618,3977.7046,0.92,29.34
2021.06,SSD,8523511000,1106811240,240725,4597.8242,14.63,14.69
2021.07,SSD,8523511000,1116644906,209292,5335.3444,33.59,0.89
2021.08,SSD,8523511000,1351718556,254283,5315.8039,33.25,21.05
2021.09,SSD,8523511000,1516040878,291721,5196.8863,61.27,12.16
2021.10,SSD,8523511000,1081109716,244850,4415.396,60.01,-28.69
2021.11,SSD,8523511000,1382921200,302480,4571.9426,102.76,27.92
2021.12,SSD,8523511000,1216514312,305801,3978.124,54.35,-12.03
2022.01,SSD,8523511000,1202925924,275372,4368.3669,72.21,-1.12
2022.02,SSD,8523511000,1314045452,278380,4720.33,69.7,9.24
2022.03,SSD,8523511000,1418392203,320600,4424.1803,55.76,7.94
2022.04,SSD,8523511000,1440809886,267364,5388.945,93.1,1.58
2022.05,SSD,8523511000,1400035666,286599,4884.9984,45.07,-2.83
2022.06,SSD,8523511000,1340006810,251642,5325.0523,21.07,-4.29
2022.07,SSD,8523511000,869595915,203144,4280.6872,-22.12,-35.11
2022.08,SSD,8523511000,970073677,213111,4551.9644,-28.23,11.55
2022.09,SSD,8523511000,1223323199,292404,4183.6746,-19.31,26.11
2022.10,SSD,8523511000,739903796,222380,3327.2048,-31.56,-39.52
2022.11,SSD,8523511000,673074848,205800,3270.5289,-51.33,-9.03
2022.12,SSD,8523511000,780162280,252491,3089.8617,-35.87,15.91
2023.01,SSD,8523511000,318158371,126253,2520.0064,-73.55,-59.22
2023.02,SSD,8523511000,367661386,160544,2290.0973,-72.02,15.56
2023.03,SSD,8523511000,535406252,238302,2246.7552,-62.25,45.62
2023.04,SSD,8523511000,287948210,158784,1813.4586,-80.01,-46.22
2023.05,SSD,8523511000,527315176,222560,2369.3169,-62.34,83.13
2023.06,SSD,8523511000,528656546,233573,2263.3461,-60.55,0.25
