월,품목명,HS코드,국가코드,국가명,수출금액_USD,수출중량_KG
2020.01,대형변압기,8504230000,US,미국,4157042,378125
2020.01,대형변압기,8504230000,CN,중국,0,0
2020.01,대형변압기,8504230000,JP,일본,0,0
2020.01,대형변압기,8504230000,VN,베트남,0,0
2020.01,대형변압기,8504230000,HK,홍콩,0,0
2020.01,대형변압기,8504230000,TW,대만,0,0
2020.01,대형변압기,8504230000,FR,프랑스,0,0
2020.01,대형변압기,8504230000,PL,폴란드,0,0
2020.01,대형변압기,8504230000,GB,영국,0,0
2020.01,대형변압기,8504230000,OTHER,기타,6556882,922563
2020.02,대형변압기,8504230000,US,미국,11037345,1071571
2020.02,대형변압기,8504230000,CN,중국,0,0
2020.02,대형변압기,8504230000,JP,일본,1185546,174380
2020.02,대형변압기,8504230000,VN,베트남,0,0
2020.02,대형변압기,8504230000,HK,홍콩,0,0
2020.02,대형변압기,8504230000,TW,대만,391830,54730
2020.02,대형변압기,8504230000,FR,프랑스,0,0
2020.02,대형변압기,8504230000,PL,폴란드,0,0
2020.02,대형변압기,8504230000,GB,영국,0,0
2020.02,대형변압기,8504230000,OTHER,기타,14482954,2470075
2020.03,대형변압기,8504230000,US,미국,9672475,994156
2020.03,대형변압기,8504230000,CN,중국,0,0
2020.03,대형변압기,8504230000,JP,일본,0,0
2020.03,대형변압기,8504230000,VN,베트남,0,0
2020.03,대형변압기,8504230000,HK,홍콩,0,0
2020.03,대형변압기,8504230000,TW,대만,0,0
2020.03,대형변압기,8504230000,FR,프랑스,0,0
2020.03,대형변압기,8504230000,PL,폴란드,0,0
2020.03,대형변압기,8504230000,GB,영국,4632835,710472
2020.03,대형변압기,8504230000,OTHER,기타,33917405,4626263
2020.04,대형변압기,8504230000,US,미국,17794592,1797661
2020.04,대형변압기,8504230000,CN,중국,0,0
2020.04,대형변압기,8504230000,JP,일본,0,0
2020.04,대형변압기,8504230000,VN,베트남,0,0
2020.04,대형변압기,8504230000,HK,홍콩,0,0
2020.04,대형변압기,8504230000,TW,대만,0,0
2020.04,대형변압기,8504230000,FR,프랑스,0,0
2020.04,대형변압기,8504230000,PL,폴란드,0,0
2020.04,대형변압기,8504230000,GB,영국,2869318,404739
2020.04,대형변압기,8504230000,OTHER,기타,18835063,2606245
2020.05,대형변압기,8504230000,US,미국,10239020,949576
2020.05,대형변압기,8504230000,CN,중국,0,0
2020.05,대형변압기,8504230000,JP,일본,0,0
2020.05,대형변압기,8504230000,VN,베트남,0,0
2020.05,대형변압기,8504230000,HK,홍콩,0,0
2020.05,대형변압기,8504230000,TW,대만,0,0
2020.05,대형변압기,8504230000,FR,프랑스,0,0
2020.05,대형변압기,8504230000,PL,폴란드,0,0
2020.05,대형변압기,8504230000,GB,영국,6179929,865311
2020.05,대형변압기,8504230000,OTHER,기타,3607181,479215
2020.06,대형변압기,8504230000,US,미국,5170426,467629
2020.06,대형변압기,8504230000,CN,중국,0,0
2020.06,대형변압기,8504230000,JP,일본,0,0
2020.06,대형변압기,8504230000,VN,베트남,0,0
2020.06,대형변압기,8504230000,HK,홍콩,0,0
2020.06,대형변압기,8504230000,TW,대만,0,0
2020.06,대형변압기,8504230000,FR,프랑스,0,0
2020.06,대형변압기,8504230000,PL,폴란드,0,0
2020.06,대형변압기,8504230000,GB,영국,3338836,516744
2020.06,대형변압기,8504230000,OTHER,기타,17291919,2443062
2020.07,대형변압기,8504230000,US,미국,8603335,874941
2020.07,대형변압기,8504230000,CN,중국,0,0
2020.07,대형변압기,8504230000,JP,일본,0,0
2020.07,대형변압기,8504230000,VN,베트남,0,0
2020.07,대형변압기,8504230000,HK,홍콩,0,0
2020.07,대형변압기,8504230000,TW,대만,0,0
2020.07,대형변압기,8504230000,FR,프랑스,0,0
2020.07,대형변압기,8504230000,PL,폴란드,0,0
2020.07,대형변압기,8504230000,GB,영국,1683108,221574
2020.07,대형변압기,8504230000,OTHER,기타,19368155,2426080
2020.08,대형변압기,8504230000,US,미국,2859661,317675
2020.08,대형변압기,8504230000,CN,중국,0,0
2020.08,대형변압기,8504230000,JP,일본,0,0
2020.08,대형변압기,8504230000,VN,베트남,0,0
2020.08,대형변압기,8504230000,HK,홍콩,0,0
2020.08,대형변압기,8504230000,TW,대만,0,0
2020.08,대형변압기,8504230000,FR,프랑스,0,0
2020.08,대형변압기,8504230000,PL,폴란드,0,0
2020.08,대형변압기,8504230000,GB,영국,0,0
2020.08,대형변압기,8504230000,OTHER,기타,10504168,1510704
2020.09,대형변압기,8504230000,US,미국,9795735,1031467
2020.09,대형변압기,8504230000,CN,중국,0,0
2020.09,대형변압기,8504230000,JP,일본,0,0
2020.09,대형변압기,8504230000,VN,베트남,950000,104650
2020.09,대형변압기,8504230000,HK,홍콩,0,0
2020.09,대형변압기,8504230000,TW,대만,803428,50812
2020.09,대형변압기,8504230000,FR,프랑스,0,0
2020.09,대형변압기,8504230000,PL,폴란드,0,0
2020.09,대형변압기,8504230000,GB,영국,0,0
2020.09,대형변압기,8504230000,OTHER,기타,19507065,2320454
2020.10,대형변압기,8504230000,US,미국,7678801,892640
2020.10,대형변압기,8504230000,CN,중국,0,0
2020.10,대형변압기,8504230000,JP,일본,0,0
2020.10,대형변압기,8504230000,VN,베트남,0,0
2020.10,대형변압기,8504230000,HK,홍콩,0,0
2020.10,대형변압기,8504230000,TW,대만,0,0
2020.10,대형변압기,8504230000,FR,프랑스,0,0
2020.10,대형변압기,8504230000,PL,폴란드,993140,208646
2020.10,대형변압기,8504230000,GB,영국,0,0
