월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,체성분분석기,9018198000,9429680,73281,128.6784,,
2020.02,체성분분석기,9018198000,5712477,37282,153.2235,,-39.42
2020.03,체성분분석기,9018198000,5973039,41844,142.7454,,4.56
2020.04,체성분분석기,9018198000,4984078,27566,180.8053,,-16.56
2020.05,체성분분석기,9018198000,4476685,26548,168.6261,,-10.18
2020.06,체성분분석기,9018198000,7615514,48172,158.0901,,70.12
2020.07,체성분분석기,9018198000,4612191,25925,177.9051,,-39.44
2020.08,체성분분석기,9018198000,3539616,22568,156.8423,,-23.26
2020.09,체성분분석기,9018198000,6485846,37611,172.4455,,83.24
2020.10,체성분분석기,9018198000,5042699,31839,158.3812,,-22.25
2020.11,체성분분석기,9018198000,4628649,33655,137.5323,,-8.21
2020.12,체성분분석기,9018198000,7115203,42653,166.816,,53.72
2021.01,체성분분석기,9018198000,4270184,26884,158.8374,-54.72,-39.99
2021.02,체성분분석기,9018198000,6262693,41137,152.2399,9.63,46.66
2021.03,체성분분석기,9018198000,6212464,38729,160.4086,4.01,-0.8
2021.04,체성분분석기,9018198000,4723290,33949,139.129,-5.23,-23.97
2021.05,체성분분석기,9018198000,5625637,36119,155.7528,25.67,19.1
2021.06,체성분분석기,9018198000,6617323,47936,138.045,-13.11,17.63
2021.07,체성분분석기,9018198000,5523000,42275,130.6446,19.75,-16.54
2021.08,체성분분석기,9018198000,3923602,27621,142.0514,10.85,-28.96
2021.09,체성분분석기,9018198000,6221688,58768,105.8686,-4.07,58.57
2021.10,체성분분석기,9018198000,6047382,38571,156.7857,19.92,-2.8
2021.11,체성분분석기,9018198000,5695901,35125,162.1609,23.06,-5.81
2021.12,체성분분석기,9018198000,9518183,66443,143.2534,33.77,67.11
2022.01,체성분분석기,9018198000,6325693,43220,146.3603,48.14,-33.54
2022.02,체성분분석기,9018198000,8170506,61394,133.0831,30.46,29.16
2022.03,체성분분석기,9018198000,9271572,58483,158.5345,49.24,13.48
2022.04,체성분분석기,9018198000,5293005,40340,131.2098,12.06,-42.91
2022.05,체성분분석기,9018198000,7973061,55848,142.7636,41.73,50.63
2022.06,체성분분석기,9018198000,5521275,34572,159.7037,-16.56,-30.75
2022.07,체성분분석기,9018198000,5442487,39292,138.5139,-1.46,-1.43
2022.08,체성분분석기,9018198000,5988977,36994,161.8905,52.64,10.04
2022.09,체성분분석기,9018198000,9509755,61884,153.6707,52.85,58.79
2022.10,체성분분석기,9018198000,5806948,39865,145.6653,-3.98,-38.94
2022.11,체성분분석기,9018198000,8587143,54152,158.5748,50.76,47.88
2022.12,체성분분석기,9018198000,6219628,42744,145.5088,-34.66,-27.57
2023.01,체성분분석기,9018198000,3864478,22887,168.8504,-38.91,-37.87
2023.02,체성분분석기,9018198000,4225660,23923,176.6359,-48.28,9.35
2023.03,체성분분석기,9018198000,7594702,48687,155.9903,-18.09,79.73
2023.04,체성분분석기,9018198000,8977171,57032,157.4059,69.6,18.2
2023.05,체성분분석기,9018198000,7163491,46138,155.2623,-10.15,-20.2
2023.06,체성분분석기,9018198000,10567630,70832,149.1929,91.4,47.52
2023.07,체성분분석기,9018198000,4869848,32487,149.9014,-10.52,-53.92
2023.08,체성분분석기,9018198000,7471323,51869,144.0422,24.75,53.42
2023.09,체성분분석기,9018198000,6289770,40409,155.6527,-33.86,-15.81
2023.10,체성분분석기,9018198000,4554763,29471,154.5507,-21.56,-27.58
2023.11,체성분분석기,9018198000,6374584,40295,158.1979,-25.77,39.95
2023.12,체성분분석기,9018198000,7912927,58650,134.9178,27.23,24.13
2024.01,체성분분석기,9018198000,6788780,46343,146.4899,75.67,-14.21
2024.02,체성분분석기,9018198000,7307988,41862,174.5733,72.94,7.65
2024.03,체성분분석기,9018198000,9524862,58663,162.3658,25.41,30.33
2024.04,체성분분석기,9018198000,7150370,50315,142.1121,-20.35,-24.93
2024.05,체성분분석기,9018198000,7113970,44038,161.5416,-0.69,-0.51
2024.06,체성분분석기,9018198000,8216054,49647,165.4894,-22.25,15.49
2024.07,체성분분석기,9018198000,5492639,30087,182.5585,12.79,-33.15
2024.08,체성분분석기,9018198000,7191296,42101,170.8106,-3.75,30.93
2024.09,체성분분석기,9018198000,6542468,39152,167.1043,4.02,-9.02
2024.10,체성분분석기,9018198000,6142465,38284,160.4447,34.86,-6.11
2024.11,체성분분석기,9018198000,6818176,43446,156.9345,6.96,11.0
2024.12,체성분분석기,9018198000,7161685,55771,128.4123,-9.49,5.04
2025.01,체성분분석기,9018198000,3172164,23861,132.9435,-53.27,-55.71
2025.02,체성분분석기,9018198000,6283246,33180,189.3685,-14.02,98.07
2025.03,체성분분석기,9018198000,6872129,42603,161.3062,-27.85,9.37
2025.04,체성분분석기,9018198000,7156886,43300,165.2861,0.09,4.14
2025.05,체성분분석기,9018198000,6377025,39247,162.4844,-10.36,-10.9
2025.06,체성분분석기,9018198000,10713715,71754,149.3117,30.4,68.0
2025.07,체성분분석기,9018198000,9123181,55165,165.3799,66.1,-14.85
2025.08,체성분분석기,9018198000,4130757,28752,143.6685,-42.56,-54.72
2025.09,체성분분석기,9018198000,7634152,48392,157.7565,16.69,84.81
2025.10,체성분분석기,9018198000,5598986,32755,170.9353,-8.85,-26.66
2025.11,체성분분석기,9018198000,6404846,37116,172.5629,-6.06,14.39
2025.12,체성분분석기,9018198000,8495053,50482,168.2789,18.62,32.63
2026.01,체성분분석기,9018198000,5187060,28417,182.5337,63.52,-38.94
2026.02,체성분분석기,9018198000,7962502,46471,171.3435,26.73,53.51
2026.03,체성분분석기,9018198000,8645130,50045,172.7471,25.8,8.57
2026.04,체성분분석기,9018198000,8050697,46642,172.6062,12.49,-6.88
2026.05,체성분분석기,9018198000,9139027,50663,180.3886,43.31,13.52
2026.06,체성분분석기,9018198000,9414376,53692,175.3404,-12.13,3.01
2026.07,체성분분석기,9018198000,9230457,52127,177.0763,1.18,-1.95
2026.08,체성분분석기,9018198000,6799310,36804,184.7438,64.6,-26.34
