월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2020.01,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,23770629,19097,31805814,11582
2020.02,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,27300980,26093,28483644,12563
2020.03,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,26931700,23510,39392490,21674
2020.04,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,25571986,17238,31689795,16456
2020.05,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,30990347,47274,26804555,22426
2020.06,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,25477029,21294,39294583,26201
2020.07,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,29508146,24210,53834819,30918
2020.08,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,25581314,20284,47656121,21822
2020.09,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,27081476,21514,54156482,26813
2020.10,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,23144558,23728,45816722,28407
2020.11,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,26659681,37016,44834884,27992
2020.12,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,32769890,27413,38167407,21737
2021.01,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,28488677,22442,39297446,18021
2021.02,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,24879152,23341,29978960,14461
2021.03,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,30264437,21259,38687792,20651
2021.04,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,32031397,22341,39938102,21114
2021.05,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,32077401,25779,42763850,23361
2021.06,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,32039595,28574,43926744,26038
2021.07,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,33481713,22767,48055539,25544
2021.08,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,26568501,20799,51966456,23698
2021.09,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,22902707,18324,53060209,25268
2021.10,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,27006149,25373,51909398,30641
2021.11,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,36444291,31650,59494179,26139
2021.12,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,31950593,33072,59416258,25852
2022.01,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,28686357,22869,35797575,18142
2022.02,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,29957418,24720,37085808,17191
2022.03,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,30878758,16386,48399461,22941
2022.04,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,31987920,19963,49560594,22426
2022.05,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,34563237,25257,65060983,26536
2022.06,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,40969991,33784,63717438,37411
2022.07,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,42328831,45481,64659296,31328
2022.08,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,34532899,36557,50116880,27471
2022.09,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,28888583,32479,44637257,17999
2022.10,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,24352304,28349,54561181,23832
2022.11,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,37843424,40687,46556812,27912
2022.12,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,29633735,28454,42735365,24873
2023.01,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,25905282,24587,28268619,15675
2023.02,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,27250826,23073,33896834,19565
2023.03,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,30940543,30664,34563801,20889
2023.04,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,40344689,39483,32946641,26922
2023.05,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,39074667,34184,50950018,31594
2023.06,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,29727528,28613,50011568,21168
2023.07,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,38712020,31180,50025686,25427
2023.08,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,25344491,23552,59164292,27509
2023.09,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,26585571,26460,48159323,23685
2023.10,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,22427050,22841,58423576,29076
2023.11,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,32969817,32048,40285033,20360
2023.12,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,22332641,17872,51246267,28272
2024.01,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,27617603,31120,68573844,34743
2024.02,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,26819781,23085,52772764,31811
2024.03,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,24041612,21211,65348827,28529
2024.04,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,30229430,24942,63230279,30017
2024.05,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,26045742,37979,58552925,37637
2024.06,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,38693253,35595,65224191,35521
2024.07,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,36039758,40036,80967814,40668
2024.08,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,36217425,60865,59906037,31434
2024.09,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,40988155,44419,58021397,36288
2024.10,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,40130909,37398,54803216,44867
2024.11,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,44056017,41506,53378335,40160
2024.12,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,42020963,42140,61569514,37826
2025.01,인터페이스보드,9030901000,9030901000,소호 제9030.82호의 것,32522004,29586,49403684,29172
