월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2020.01,PCB,853400,8534001000,"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것",1457039,16674,807866,7741
2020.01,PCB,853400,8534002000,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,200663803,322629,93690347,147087
2020.01,PCB,853400,8534009000,기타,209084585,1069264,84829027,1303384
2020.02,PCB,853400,8534001000,"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것",1854334,11711,1261465,7745
2020.02,PCB,853400,8534002000,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,180410850,304623,85135155,155587
2020.02,PCB,853400,8534009000,기타,193533033,1167492,71316184,865570
2020.03,PCB,853400,8534001000,"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것",2302207,13985,1439073,14800
2020.03,PCB,853400,8534002000,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,183972392,339867,92861323,174024
2020.03,PCB,853400,8534009000,기타,233632343,1336945,87496846,1404905
2020.04,PCB,853400,8534001000,"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것",1497440,11428,1374877,24715
2020.04,PCB,853400,8534002000,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,173611504,305510,78071513,142439
2020.04,PCB,853400,8534009000,기타,188464659,896938,85139531,1218958
2020.05,PCB,853400,8534001000,"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것",1647624,8085,1110370,18626
2020.05,PCB,853400,8534002000,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,171486516,277838,87200712,144143
2020.05,PCB,853400,8534009000,기타,180186692,835159,80666202,1000058
2020.06,PCB,853400,8534001000,"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것",1889672,7587,1441849,9741
2020.06,PCB,853400,8534002000,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,193426023,315311,83169569,154801
2020.06,PCB,853400,8534009000,기타,190271684,1013360,78335702,1100931
