월,품목명,HS코드,국가코드,국가명,수출금액_USD,수출중량_KG
2022.01,SIC링(1),8486902090,US,미국,11153261,196408
2022.01,SIC링(1),8486902090,CN,중국,22392585,43291
2022.01,SIC링(1),8486902090,JP,일본,8162379,54757
2022.01,SIC링(1),8486902090,VN,베트남,453015,1517
2022.01,SIC링(1),8486902090,HK,홍콩,403287,358
2022.01,SIC링(1),8486902090,FR,프랑스,143424,382
2022.01,SIC링(1),8486902090,PL,폴란드,0,0
2022.01,SIC링(1),8486902090,GB,영국,122044,240
2022.01,SIC링(1),8486902090,OTHER,기타,39898203,206636
2022.02,SIC링(1),8486902090,US,미국,14938446,108525
2022.02,SIC링(1),8486902090,CN,중국,22201720,77279
2022.02,SIC링(1),8486902090,JP,일본,7186421,51944
2022.02,SIC링(1),8486902090,VN,베트남,534631,1174
2022.02,SIC링(1),8486902090,HK,홍콩,185244,331
2022.02,SIC링(1),8486902090,FR,프랑스,218963,318
2022.02,SIC링(1),8486902090,PL,폴란드,2478,1
2022.02,SIC링(1),8486902090,GB,영국,220460,893
2022.02,SIC링(1),8486902090,OTHER,기타,36859399,209363
2022.03,SIC링(1),8486902090,US,미국,16180361,122900
2022.03,SIC링(1),8486902090,CN,중국,25103268,45322
2022.03,SIC링(1),8486902090,JP,일본,7811069,51552
2022.03,SIC링(1),8486902090,VN,베트남,506693,1690
2022.03,SIC링(1),8486902090,HK,홍콩,280646,136
2022.03,SIC링(1),8486902090,FR,프랑스,346120,1014
2022.03,SIC링(1),8486902090,PL,폴란드,0,0
2022.03,SIC링(1),8486902090,GB,영국,60870,209
2022.03,SIC링(1),8486902090,OTHER,기타,49312722,111183
2022.04,SIC링(1),8486902090,US,미국,15591392,113954
2022.04,SIC링(1),8486902090,CN,중국,23499851,81403
2022.04,SIC링(1),8486902090,JP,일본,6303767,23322
2022.04,SIC링(1),8486902090,VN,베트남,832564,1578
2022.04,SIC링(1),8486902090,HK,홍콩,146904,80
2022.04,SIC링(1),8486902090,FR,프랑스,247378,340
2022.04,SIC링(1),8486902090,PL,폴란드,0,0
2022.04,SIC링(1),8486902090,GB,영국,69532,150
2022.04,SIC링(1),8486902090,OTHER,기타,52961013,71838
2022.05,SIC링(1),8486902090,US,미국,13153012,129150
2022.05,SIC링(1),8486902090,CN,중국,23033738,60509
2022.05,SIC링(1),8486902090,JP,일본,6243381,32085
2022.05,SIC링(1),8486902090,VN,베트남,355488,1424
2022.05,SIC링(1),8486902090,HK,홍콩,1099818,428
2022.05,SIC링(1),8486902090,FR,프랑스,260818,227
2022.05,SIC링(1),8486902090,PL,폴란드,0,0
2022.05,SIC링(1),8486902090,GB,영국,142375,490
2022.05,SIC링(1),8486902090,OTHER,기타,49661189,88844
2022.06,SIC링(1),8486902090,US,미국,15298263,117053
2022.06,SIC링(1),8486902090,CN,중국,24901065,62218
2022.06,SIC링(1),8486902090,JP,일본,6944245,28340
2022.06,SIC링(1),8486902090,VN,베트남,322329,956
2022.06,SIC링(1),8486902090,HK,홍콩,298497,294
2022.06,SIC링(1),8486902090,FR,프랑스,327217,381
2022.06,SIC링(1),8486902090,PL,폴란드,30950,1148
2022.06,SIC링(1),8486902090,GB,영국,40357,219
2022.06,SIC링(1),8486902090,OTHER,기타,49222484,105232
2022.07,SIC링(1),8486902090,US,미국,11865677,119072
2022.07,SIC링(1),8486902090,CN,중국,28781536,107211
2022.07,SIC링(1),8486902090,JP,일본,6577757,32645
2022.07,SIC링(1),8486902090,VN,베트남,315917,894
2022.07,SIC링(1),8486902090,HK,홍콩,161323,195
2022.07,SIC링(1),8486902090,FR,프랑스,79009,192
2022.07,SIC링(1),8486902090,PL,폴란드,0,0
2022.07,SIC링(1),8486902090,GB,영국,107538,228
2022.07,SIC링(1),8486902090,OTHER,기타,52983989,90378
2022.08,SIC링(1),8486902090,US,미국,14884216,122391
2022.08,SIC링(1),8486902090,CN,중국,18776071,47136
2022.08,SIC링(1),8486902090,JP,일본,6632673,35823
2022.08,SIC링(1),8486902090,VN,베트남,255949,1135
2022.08,SIC링(1),8486902090,HK,홍콩,267896,273
2022.08,SIC링(1),8486902090,FR,프랑스,135684,310
2022.08,SIC링(1),8486902090,PL,폴란드,0,0
2022.08,SIC링(1),8486902090,GB,영국,38782,82
2022.08,SIC링(1),8486902090,OTHER,기타,54816785,117373
2022.09,SIC링(1),8486902090,US,미국,14032426,149847
2022.09,SIC링(1),8486902090,CN,중국,21372609,40538
2022.09,SIC링(1),8486902090,JP,일본,7892318,42126
2022.09,SIC링(1),8486902090,VN,베트남,251087,927
2022.09,SIC링(1),8486902090,HK,홍콩,263173,306
2022.09,SIC링(1),8486902090,FR,프랑스,531792,614
2022.09,SIC링(1),8486902090,PL,폴란드,0,0
2022.09,SIC링(1),8486902090,GB,영국,387541,2066
2022.09,SIC링(1),8486902090,OTHER,기타,48932305,126823
2022.10,SIC링(1),8486902090,US,미국,12294881,125525
2022.10,SIC링(1),8486902090,CN,중국,19674286,70728
2022.10,SIC링(1),8486902090,JP,일본,5301105,47720
2022.10,SIC링(1),8486902090,VN,베트남,410334,1554
2022.10,SIC링(1),8486902090,HK,홍콩,241783,534
2022.10,SIC링(1),8486902090,FR,프랑스,159799,327
2022.10,SIC링(1),8486902090,PL,폴란드,5616,2
2022.10,SIC링(1),8486902090,GB,영국,93128,229
2022.10,SIC링(1),8486902090,OTHER,기타,39497295,74369
2022.11,SIC링(1),8486902090,US,미국,17077391,124277
2022.11,SIC링(1),8486902090,CN,중국,22040112,50408
2022.11,SIC링(1),8486902090,JP,일본,7012053,58606
2022.11,SIC링(1),8486902090,VN,베트남,346804,1623
2022.11,SIC링(1),8486902090,HK,홍콩,132016,200
2022.11,SIC링(1),8486902090,FR,프랑스,73465,167
2022.11,SIC링(1),8486902090,PL,폴란드,24190,861
2022.11,SIC링(1),8486902090,GB,영국,911909,4127
2022.11,SIC링(1),8486902090,OTHER,기타,47572357,85191
2022.12,SIC링(1),8486902090,US,미국,12582505,104401
2022.12,SIC링(1),8486902090,CN,중국,23458865,44415
2022.12,SIC링(1),8486902090,JP,일본,5210966,28285
2022.12,SIC링(1),8486902090,VN,베트남,456065,1437
2022.12,SIC링(1),8486902090,HK,홍콩,124285,254
2022.12,SIC링(1),8486902090,FR,프랑스,119194,216
2022.12,SIC링(1),8486902090,PL,폴란드,30540,578
2022.12,SIC링(1),8486902090,GB,영국,54557,130
2022.12,SIC링(1),8486902090,OTHER,기타,63101890,118258
2023.01,SIC링(1),8486902090,US,미국,13822560,78884
2023.01,SIC링(1),8486902090,CN,중국,20163367,29636
2023.01,SIC링(1),8486902090,JP,일본,7634817,36365
2023.01,SIC링(1),8486902090,VN,베트남,228073,397
2023.01,SIC링(1),8486902090,HK,홍콩,130045,343
2023.01,SIC링(1),8486902090,FR,프랑스,102851,272
2023.01,SIC링(1),8486902090,PL,폴란드,200,1
2023.01,SIC링(1),8486902090,GB,영국,40292,126
2023.01,SIC링(1),8486902090,OTHER,기타,43727083,71550
2023.02,SIC링(1),8486902090,US,미국,13845437,89658
2023.02,SIC링(1),8486902090,CN,중국,21452049,30973
2023.02,SIC링(1),8486902090,JP,일본,5846589,43737
2023.02,SIC링(1),8486902090,VN,베트남,132237,1117
2023.02,SIC링(1),8486902090,HK,홍콩,183630,492
2023.02,SIC링(1),8486902090,FR,프랑스,87623,237
2023.02,SIC링(1),8486902090,PL,폴란드,52492,1425
2023.02,SIC링(1),8486902090,GB,영국,90898,209
2023.02,SIC링(1),8486902090,OTHER,기타,51926192,73988
2023.03,SIC링(1),8486902090,US,미국,14743783,85358
2023.03,SIC링(1),8486902090,CN,중국,22599705,49303
2023.03,SIC링(1),8486902090,JP,일본,7327688,43999
2023.03,SIC링(1),8486902090,VN,베트남,296514,1171
2023.03,SIC링(1),8486902090,HK,홍콩,179332,163
2023.03,SIC링(1),8486902090,FR,프랑스,73756,203
2023.03,SIC링(1),8486902090,PL,폴란드,700,3
2023.03,SIC링(1),8486902090,GB,영국,95157,278
2023.03,SIC링(1),8486902090,OTHER,기타,49051913,73456
2023.04,SIC링(1),8486902090,US,미국,13131038,91020
2023.04,SIC링(1),8486902090,CN,중국,26519668,42599
2023.04,SIC링(1),8486902090,JP,일본,6564301,19700
2023.04,SIC링(1),8486902090,VN,베트남,98019,631
2023.04,SIC링(1),8486902090,HK,홍콩,109100,407
2023.04,SIC링(1),8486902090,FR,프랑스,115337,286
2023.04,SIC링(1),8486902090,PL,폴란드,8,56
2023.04,SIC링(1),8486902090,GB,영국,61492,158
2023.04,SIC링(1),8486902090,OTHER,기타,50072925,94259
2023.05,SIC링(1),8486902090,US,미국,10941187,82447
2023.05,SIC링(1),8486902090,CN,중국,19737002,42358
2023.05,SIC링(1),8486902090,JP,일본,8041056,27598
2023.05,SIC링(1),8486902090,VN,베트남,853247,4558
2023.05,SIC링(1),8486902090,HK,홍콩,79653,117
2023.05,SIC링(1),8486902090,FR,프랑스,277548,275
2023.05,SIC링(1),8486902090,PL,폴란드,703,8
2023.05,SIC링(1),8486902090,GB,영국,65793,184
2023.05,SIC링(1),8486902090,OTHER,기타,38633864,105625
2023.06,SIC링(1),8486902090,US,미국,16710692,88484
2023.06,SIC링(1),8486902090,CN,중국,25688788,33727
2023.06,SIC링(1),8486902090,JP,일본,6353156,21215
2023.06,SIC링(1),8486902090,VN,베트남,264342,2378
2023.06,SIC링(1),8486902090,HK,홍콩,137845,192
2023.06,SIC링(1),8486902090,FR,프랑스,111103,200
2023.06,SIC링(1),8486902090,PL,폴란드,1,0
2023.06,SIC링(1),8486902090,GB,영국,74935,160
2023.06,SIC링(1),8486902090,OTHER,기타,63590900,78785
2023.07,SIC링(1),8486902090,US,미국,17903846,86384
2023.07,SIC링(1),8486902090,CN,중국,21529819,29223
2023.07,SIC링(1),8486902090,JP,일본,8344326,18621
2023.07,SIC링(1),8486902090,VN,베트남,263500,3414
2023.07,SIC링(1),8486902090,HK,홍콩,199629,1061
2023.07,SIC링(1),8486902090,FR,프랑스,68022,70
2023.07,SIC링(1),8486902090,PL,폴란드,0,0
2023.07,SIC링(1),8486902090,GB,영국,89229,268
2023.07,SIC링(1),8486902090,OTHER,기타,51557028,86686
2023.08,SIC링(1),8486902090,US,미국,15342640,119887
2023.08,SIC링(1),8486902090,CN,중국,24674780,40624
2023.08,SIC링(1),8486902090,JP,일본,7466127,34375
2023.08,SIC링(1),8486902090,VN,베트남,883948,4239
2023.08,SIC링(1),8486902090,HK,홍콩,131981,2356
2023.08,SIC링(1),8486902090,FR,프랑스,238006,405
2023.08,SIC링(1),8486902090,PL,폴란드,0,0
2023.08,SIC링(1),8486902090,GB,영국,63556,161
2023.08,SIC링(1),8486902090,OTHER,기타,66305151,95814
2023.09,SIC링(1),8486902090,US,미국,11793529,96743
2023.09,SIC링(1),8486902090,CN,중국,19188081,25777
2023.09,SIC링(1),8486902090,JP,일본,5989405,19134
2023.09,SIC링(1),8486902090,VN,베트남,899398,4696
2023.09,SIC링(1),8486902090,HK,홍콩,121732,39
2023.09,SIC링(1),8486902090,FR,프랑스,1479651,770
2023.09,SIC링(1),8486902090,PL,폴란드,0,0
2023.09,SIC링(1),8486902090,GB,영국,66839,188
2023.09,SIC링(1),8486902090,OTHER,기타,43887391,113270
2023.10,SIC링(1),8486902090,US,미국,20947887,173153
2023.10,SIC링(1),8486902090,CN,중국,23890038,29436
2023.10,SIC링(1),8486902090,JP,일본,5733637,114931
2023.10,SIC링(1),8486902090,VN,베트남,289796,828
2023.10,SIC링(1),8486902090,HK,홍콩,112192,54
2023.10,SIC링(1),8486902090,FR,프랑스,132003,185
2023.10,SIC링(1),8486902090,PL,폴란드,0,0
2023.10,SIC링(1),8486902090,GB,영국,71433,197
2023.10,SIC링(1),8486902090,OTHER,기타,52254812,337927
2023.11,SIC링(1),8486902090,US,미국,18039414,219062
2023.11,SIC링(1),8486902090,CN,중국,24147443,111219
2023.11,SIC링(1),8486902090,JP,일본,7317531,48617
2023.11,SIC링(1),8486902090,VN,베트남,218523,670
2023.11,SIC링(1),8486902090,HK,홍콩,121931,2110
2023.11,SIC링(1),8486902090,FR,프랑스,54869,102
2023.11,SIC링(1),8486902090,PL,폴란드,22701,539
2023.11,SIC링(1),8486902090,GB,영국,64086,166
2023.11,SIC링(1),8486902090,OTHER,기타,66446635,270575
2023.12,SIC링(1),8486902090,US,미국,14091148,165592
2023.12,SIC링(1),8486902090,CN,중국,22434819,85962
2023.12,SIC링(1),8486902090,JP,일본,4964702,35627
2023.12,SIC링(1),8486902090,VN,베트남,518159,1675
2023.12,SIC링(1),8486902090,HK,홍콩,127693,70
2023.12,SIC링(1),8486902090,FR,프랑스,137995,353
2023.12,SIC링(1),8486902090,PL,폴란드,0,0
2023.12,SIC링(1),8486902090,GB,영국,57050,151
2023.12,SIC링(1),8486902090,OTHER,기타,71210256,182279
2024.01,SIC링(1),8486902090,US,미국,23918571,178236
2024.01,SIC링(1),8486902090,CN,중국,30241435,53006
2024.01,SIC링(1),8486902090,JP,일본,5746385,33398
2024.01,SIC링(1),8486902090,VN,베트남,855696,7924
2024.01,SIC링(1),8486902090,HK,홍콩,177176,96
2024.01,SIC링(1),8486902090,FR,프랑스,297641,245
2024.01,SIC링(1),8486902090,PL,폴란드,13450,18
2024.01,SIC링(1),8486902090,GB,영국,60076,176
2024.01,SIC링(1),8486902090,OTHER,기타,61431458,190380
2024.02,SIC링(1),8486902090,US,미국,19788408,167288
2024.02,SIC링(1),8486902090,CN,중국,26316352,33733
2024.02,SIC링(1),8486902090,JP,일본,7625444,33588
2024.02,SIC링(1),8486902090,VN,베트남,464875,5833
2024.02,SIC링(1),8486902090,HK,홍콩,237954,419
2024.02,SIC링(1),8486902090,FR,프랑스,235725,360
2024.02,SIC링(1),8486902090,PL,폴란드,0,0
2024.02,SIC링(1),8486902090,GB,영국,65831,173
2024.02,SIC링(1),8486902090,OTHER,기타,63193649,376865
2024.03,SIC링(1),8486902090,US,미국,13208008,87546
2024.03,SIC링(1),8486902090,CN,중국,27678632,43294
2024.03,SIC링(1),8486902090,JP,일본,5796081,29323
2024.03,SIC링(1),8486902090,VN,베트남,469019,2392
2024.03,SIC링(1),8486902090,HK,홍콩,175680,273
2024.03,SIC링(1),8486902090,FR,프랑스,56363,91
2024.03,SIC링(1),8486902090,PL,폴란드,12897,120
2024.03,SIC링(1),8486902090,GB,영국,34024,129
2024.03,SIC링(1),8486902090,OTHER,기타,63565771,120467
2024.04,SIC링(1),8486902090,US,미국,25200034,74540
2024.04,SIC링(1),8486902090,CN,중국,22543741,33777
2024.04,SIC링(1),8486902090,JP,일본,5988215,27718
2024.04,SIC링(1),8486902090,VN,베트남,188480,2891
2024.04,SIC링(1),8486902090,HK,홍콩,142142,147
2024.04,SIC링(1),8486902090,FR,프랑스,156292,332
2024.04,SIC링(1),8486902090,PL,폴란드,94,544
2024.04,SIC링(1),8486902090,GB,영국,219060,385
2024.04,SIC링(1),8486902090,OTHER,기타,95724916,83230
2024.05,SIC링(1),8486902090,US,미국,16857590,83901
2024.05,SIC링(1),8486902090,CN,중국,27074922,60410
2024.05,SIC링(1),8486902090,JP,일본,5250511,22806
2024.05,SIC링(1),8486902090,VN,베트남,403612,2093
2024.05,SIC링(1),8486902090,HK,홍콩,181726,100
2024.05,SIC링(1),8486902090,FR,프랑스,89937,143
2024.05,SIC링(1),8486902090,PL,폴란드,22395,54
2024.05,SIC링(1),8486902090,GB,영국,130126,275
2024.05,SIC링(1),8486902090,OTHER,기타,70947515,96761
2024.06,SIC링(1),8486902090,US,미국,21629201,115412
2024.06,SIC링(1),8486902090,CN,중국,24362590,29979
2024.06,SIC링(1),8486902090,JP,일본,6435107,50412
2024.06,SIC링(1),8486902090,VN,베트남,497156,2463
2024.06,SIC링(1),8486902090,HK,홍콩,827084,586
2024.06,SIC링(1),8486902090,FR,프랑스,638817,398
2024.06,SIC링(1),8486902090,PL,폴란드,0,0
2024.06,SIC링(1),8486902090,GB,영국,85215,210
2024.06,SIC링(1),8486902090,OTHER,기타,85055060,70489
2024.07,SIC링(1),8486902090,US,미국,37784512,187967
2024.07,SIC링(1),8486902090,CN,중국,25989875,33692
2024.07,SIC링(1),8486902090,JP,일본,6260540,35305
2024.07,SIC링(1),8486902090,VN,베트남,272462,494
2024.07,SIC링(1),8486902090,HK,홍콩,778967,719
2024.07,SIC링(1),8486902090,FR,프랑스,888089,926
2024.07,SIC링(1),8486902090,PL,폴란드,2,1
2024.07,SIC링(1),8486902090,GB,영국,120299,251
2024.07,SIC링(1),8486902090,OTHER,기타,71010038,111242
2024.08,SIC링(1),8486902090,US,미국,15991183,133537
2024.08,SIC링(1),8486902090,CN,중국,25397035,55023
2024.08,SIC링(1),8486902090,JP,일본,5768674,26451
2024.08,SIC링(1),8486902090,VN,베트남,370019,1146
2024.08,SIC링(1),8486902090,HK,홍콩,406022,359
2024.08,SIC링(1),8486902090,FR,프랑스,343089,310
2024.08,SIC링(1),8486902090,PL,폴란드,0,0
2024.08,SIC링(1),8486902090,GB,영국,257022,357
2024.08,SIC링(1),8486902090,OTHER,기타,51790891,82766
2024.09,SIC링(1),8486902090,US,미국,12791103,96799
2024.09,SIC링(1),8486902090,CN,중국,26378376,38696
2024.09,SIC링(1),8486902090,JP,일본,6578741,38701
2024.09,SIC링(1),8486902090,VN,베트남,217903,246
2024.09,SIC링(1),8486902090,HK,홍콩,1035053,585
2024.09,SIC링(1),8486902090,FR,프랑스,270669,196
2024.09,SIC링(1),8486902090,PL,폴란드,0,0
2024.09,SIC링(1),8486902090,GB,영국,128671,152
2024.09,SIC링(1),8486902090,OTHER,기타,45438055,98570
2024.10,SIC링(1),8486902090,US,미국,19672893,116769
2024.10,SIC링(1),8486902090,CN,중국,26111474,105534
2024.10,SIC링(1),8486902090,JP,일본,11989181,45896
2024.10,SIC링(1),8486902090,VN,베트남,399883,5996
2024.10,SIC링(1),8486902090,HK,홍콩,754335,616
2024.10,SIC링(1),8486902090,FR,프랑스,640477,422
2024.10,SIC링(1),8486902090,PL,폴란드,0,0
2024.10,SIC링(1),8486902090,GB,영국,304171,531
2024.10,SIC링(1),8486902090,OTHER,기타,53463488,162271
2024.11,SIC링(1),8486902090,US,미국,14794295,112370
2024.11,SIC링(1),8486902090,CN,중국,28742873,112317
2024.11,SIC링(1),8486902090,JP,일본,10510154,56694
2024.11,SIC링(1),8486902090,VN,베트남,370107,3687
2024.11,SIC링(1),8486902090,HK,홍콩,747315,247
2024.11,SIC링(1),8486902090,FR,프랑스,182760,67
2024.11,SIC링(1),8486902090,PL,폴란드,0,0
2024.11,SIC링(1),8486902090,GB,영국,86885,201
2024.11,SIC링(1),8486902090,OTHER,기타,53680116,81541
2024.12,SIC링(1),8486902090,US,미국,13269459,119389
2024.12,SIC링(1),8486902090,CN,중국,31172613,71321
2024.12,SIC링(1),8486902090,JP,일본,6970210,44231
2024.12,SIC링(1),8486902090,VN,베트남,129627,2617
2024.12,SIC링(1),8486902090,HK,홍콩,969842,391
2024.12,SIC링(1),8486902090,FR,프랑스,247122,272
2024.12,SIC링(1),8486902090,PL,폴란드,0,0
2024.12,SIC링(1),8486902090,GB,영국,54691,159
2024.12,SIC링(1),8486902090,OTHER,기타,63345224,77324
2025.01,SIC링(1),8486902090,US,미국,20723945,96442
2025.01,SIC링(1),8486902090,CN,중국,24125210,34655
2025.01,SIC링(1),8486902090,JP,일본,7368298,31455
2025.01,SIC링(1),8486902090,VN,베트남,286188,2910
2025.01,SIC링(1),8486902090,HK,홍콩,271339,115
2025.01,SIC링(1),8486902090,FR,프랑스,520080,213
2025.01,SIC링(1),8486902090,PL,폴란드,0,0
2025.01,SIC링(1),8486902090,GB,영국,69847,195
2025.01,SIC링(1),8486902090,OTHER,기타,64743741,130605
2025.02,SIC링(1),8486902090,US,미국,17018335,83119
2025.02,SIC링(1),8486902090,CN,중국,27295210,50386
2025.02,SIC링(1),8486902090,JP,일본,6587294,33503
2025.02,SIC링(1),8486902090,VN,베트남,1096177,7831
2025.02,SIC링(1),8486902090,HK,홍콩,623608,213
2025.02,SIC링(1),8486902090,FR,프랑스,79527,63
2025.02,SIC링(1),8486902090,PL,폴란드,0,0
2025.02,SIC링(1),8486902090,GB,영국,90552,244
2025.02,SIC링(1),8486902090,OTHER,기타,53484643,97861
2025.03,SIC링(1),8486902090,US,미국,17238411,83820
2025.03,SIC링(1),8486902090,CN,중국,39735519,129558
2025.03,SIC링(1),8486902090,JP,일본,8281401,35397
2025.03,SIC링(1),8486902090,VN,베트남,236474,2769
2025.03,SIC링(1),8486902090,HK,홍콩,231872,133
2025.03,SIC링(1),8486902090,FR,프랑스,259117,231
2025.03,SIC링(1),8486902090,PL,폴란드,0,0
2025.03,SIC링(1),8486902090,GB,영국,104236,264
2025.03,SIC링(1),8486902090,OTHER,기타,54342155,90335
