월,품목명,HS코드,국가코드,국가명,수출금액_USD,수출중량_KG
2025.01,알루미늄박,7606120000,US,미국,60830939,17656621
2025.01,알루미늄박,7606120000,CN,중국,39639848,11085360
2025.01,알루미늄박,7606120000,JP,일본,9214838,2606339
2025.01,알루미늄박,7606120000,VN,베트남,15125066,3850567
2025.01,알루미늄박,7606120000,HK,홍콩,0,0
2025.01,알루미늄박,7606120000,FR,프랑스,0,0
2025.01,알루미늄박,7606120000,PL,폴란드,201106,33880
2025.01,알루미늄박,7606120000,GB,영국,0,0
2025.01,알루미늄박,7606120000,OTHER,기타,80334470,22364424
2025.02,알루미늄박,7606120000,US,미국,56891087,16396955
2025.02,알루미늄박,7606120000,CN,중국,48520800,13226179
2025.02,알루미늄박,7606120000,JP,일본,10420768,2871836
2025.02,알루미늄박,7606120000,VN,베트남,15222907,3828871
2025.02,알루미늄박,7606120000,HK,홍콩,0,0
2025.02,알루미늄박,7606120000,FR,프랑스,0,0
2025.02,알루미늄박,7606120000,PL,폴란드,725613,170349
2025.02,알루미늄박,7606120000,GB,영국,0,0
2025.02,알루미늄박,7606120000,OTHER,기타,104681526,28877019
2025.03,알루미늄박,7606120000,US,미국,81501367,22986622
2025.03,알루미늄박,7606120000,CN,중국,45362148,11991534
2025.03,알루미늄박,7606120000,JP,일본,9578151,2543795
2025.03,알루미늄박,7606120000,VN,베트남,13104751,3405875
2025.03,알루미늄박,7606120000,HK,홍콩,0,0
2025.03,알루미늄박,7606120000,FR,프랑스,0,1
2025.03,알루미늄박,7606120000,PL,폴란드,421187,67089
2025.03,알루미늄박,7606120000,GB,영국,0,0
2025.03,알루미늄박,7606120000,OTHER,기타,102452019,27544528
2025.04,알루미늄박,7606120000,US,미국,67785600,19505270
2025.04,알루미늄박,7606120000,CN,중국,57437877,15534526
2025.04,알루미늄박,7606120000,JP,일본,10003341,2739344
2025.04,알루미늄박,7606120000,VN,베트남,19817538,5074194
2025.04,알루미늄박,7606120000,HK,홍콩,0,0
2025.04,알루미늄박,7606120000,FR,프랑스,0,0
2025.04,알루미늄박,7606120000,PL,폴란드,1570699,373142
