월,품목명,HS코드,수출금액_USD,수출중량_KG,수출단가_USD_per_KG,YoY_pct,MoM_pct
2020.01,톡신,300249,7955216,8169,973.8298,,
2020.02,톡신,300249,9700560,8028,1208.3408,,21.94
2020.03,톡신,300249,18322057,32732,559.7598,,88.88
2020.04,톡신,300249,14975633,27671,541.2032,,-18.26
2020.05,톡신,300249,21815830,32916,662.7728,,45.68
2020.06,톡신,300249,14846359,27221,545.4009,,-31.95
2020.07,톡신,300249,16962228,32949,514.8025,,14.25
2020.08,톡신,300249,15206306,33108,459.294,,-10.35
2020.09,톡신,300249,21364284,30858,692.3418,,40.5
2020.10,톡신,300249,19973168,34876,572.6909,,-6.51
2020.11,톡신,300249,22103525,36102,612.2521,,10.67
2020.12,톡신,300249,22090745,26997,818.2667,,-0.06
2021.01,톡신,300249,15058351,19832,759.2956,89.29,-31.83
2021.02,톡신,300249,8945853,13078,684.0383,-7.78,-40.59
2021.03,톡신,300249,27442781,32384,847.4179,49.78,206.77
2021.04,톡신,300249,19056118,30675,621.2263,27.25,-30.56
2021.05,톡신,300249,20381882,41061,496.3806,-6.57,6.96
2021.06,톡신,300249,26100104,31989,815.9087,75.8,28.06
2021.07,톡신,300249,16726530,24776,675.1102,-1.39,-35.91
2021.08,톡신,300249,11573355,19629,589.6049,-23.89,-30.81
2021.09,톡신,300249,23709598,34428,688.672,10.98,104.86
2021.10,톡신,300249,17817960,36844,483.6055,-10.79,-24.85
2021.11,톡신,300249,25520022,39398,647.7492,15.46,43.23
2021.12,톡신,300249,23370677,42862,545.254,5.79,-8.42
2022.01,톡신,300249,21648400,21675,998.7728,43.76,-7.37
2022.02,톡신,300249,10231257,17897,571.6744,14.37,-52.74
2022.03,톡신,300249,14614809,22224,657.6138,-46.74,42.84
2022.04,톡신,300249,21849013,59527,367.0437,14.66,49.5
2022.05,톡신,300249,50397546,27085,1860.718,147.27,130.66
2022.06,톡신,300249,41497484,39898,1040.0893,58.99,-17.66
2022.07,톡신,300249,35484418,39871,889.9806,112.14,-14.49
2022.08,톡신,300249,40455812,35725,1132.423,249.56,14.01
2022.09,톡신,300249,42478867,54369,781.3068,79.16,5.0
2022.10,톡신,300249,27960839,68562,407.8183,56.93,-34.18
2022.11,톡신,300249,27827591,60734,458.188,9.04,-0.48
2022.12,톡신,300249,39986225,68349,585.0301,71.1,43.69
2023.01,톡신,300249,26820396,30720,873.0598,23.89,-32.93
2023.02,톡신,300249,28502604,42702,667.477,178.58,6.27
2023.03,톡신,300249,26777851,46273,578.6928,83.22,-6.05
2023.04,톡신,300249,25293813,41892,603.7862,15.77,-5.54
2023.05,톡신,300249,25433520,37639,675.7225,-49.53,0.55
2023.06,톡신,300249,34936423,68132,512.7755,-15.81,37.36
2023.07,톡신,300249,26276097,38100,689.6613,-25.95,-24.79
2023.08,톡신,300249,21697717,59843,362.5774,-46.37,-17.42
2023.09,톡신,300249,32342807,59453,544.0063,-23.86,49.06
2023.10,톡신,300249,28338092,47524,596.2901,1.35,-12.38
2023.11,톡신,300249,27244187,47140,577.942,-2.1,-3.86
2023.12,톡신,300249,140056724,60435,2317.477,250.26,414.08
2024.01,톡신,300249,20696006,58857,351.632,-22.83,-85.22
2024.02,톡신,300249,24834143,40200,617.7648,-12.87,19.99
2024.03,톡신,300249,36041856,50840,708.9271,34.6,45.13
2024.04,톡신,300249,28176122,86789,324.6508,11.4,-21.82
2024.05,톡신,300249,39166907,57098,685.9594,54.0,39.01
2024.06,톡신,300249,35219019,51040,690.0278,0.81,-10.08
2024.07,톡신,300249,30001922,55698,538.6535,14.18,-14.81
2024.08,톡신,300249,31350456,77626,403.8654,44.49,4.49
2024.09,톡신,300249,36710837,71949,510.2342,13.51,17.1
2024.10,톡신,300249,35437435,65011,545.0991,25.05,-3.47
2024.11,톡신,300249,39093389,79999,488.6735,43.49,10.32
2024.12,톡신,300249,32164671,58109,553.5231,-77.03,-17.72
2025.01,톡신,300249,28479711,84384,337.5013,37.61,-11.46
2025.02,톡신,300249,27687459,91154,303.7438,11.49,-2.78
2025.03,톡신,300249,32180384,77824,413.5021,-10.71,16.23
2025.04,톡신,300249,43821654,85791,510.7955,55.53,36.18
2025.05,톡신,300249,37399048,62271,600.5853,-4.51,-14.66
2025.06,톡신,300249,39066561,86448,451.9082,10.92,4.46
2025.07,톡신,300249,40430421,73948,546.7412,34.76,3.49
2025.08,톡신,300249,40101059,86236,465.0153,27.91,-0.81
2025.09,톡신,300249,44175376,101564,434.9511,20.33,10.16
2025.10,톡신,300249,46563411,90724,513.2425,31.4,5.41
2025.11,톡신,300249,34583030,80545,429.3628,-11.54,-25.73
2025.12,톡신,300249,48673923,88253,551.5271,51.33,40.75
2026.01,톡신,300249,37967769,85595,443.5746,33.32,-22.0
2026.02,톡신,300249,42308495,60198,702.8223,52.81,11.43
2026.03,톡신,300249,47072735,73198,643.0877,46.28,11.26
2026.04,톡신,300249,52979291,88659,597.5625,20.9,12.55
2026.05,톡신,300249,52168051,78589,663.8086,39.49,-1.53
2026.06,톡신,300249,63138874,106671,591.9029,61.62,21.03
2026.07,톡신,300249,65768025,78955,832.9811,62.67,4.16
2026.08,톡신,300249,54770820,67443,812.1053,36.58,-16.72
