월,대표품목,조회_HS코드,세부_HS코드,세부품목명,수출금액_USD,수출중량_KG,수입금액_USD,수입중량_KG
2020.01,태양광패널,8541430000,8541409021,태양전지,36206771,322314,21073898,354364
2020.01,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),124644375,20853312,29270379,6080461
2020.02,태양광패널,8541430000,8541409021,태양전지,33153649,344936,18381913,311617
2020.02,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),102862022,16402453,21521882,5055861
2020.03,태양광패널,8541430000,8541409021,태양전지,40813213,446288,25813101,451407
2020.03,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),111083059,19125625,31077023,7193991
2020.04,태양광패널,8541430000,8541409021,태양전지,14417916,131614,20990836,526625
2020.04,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),88310408,15807124,35710149,8981379
2020.05,태양광패널,8541430000,8541409021,태양전지,13477062,136590,18841838,369762
2020.05,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),87652093,17099605,26364499,6679619
2020.06,태양광패널,8541430000,8541409021,태양전지,21209161,189403,22979753,450666
2020.06,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),58324487,11029040,28324129,6793458
2020.07,태양광패널,8541430000,8541409021,태양전지,21149894,231727,22236486,462024
2020.07,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),84263010,15933986,34790174,8704212
2020.08,태양광패널,8541430000,8541409021,태양전지,16674845,152757,21778621,433075
2020.08,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),91154457,16274253,20145225,5539562
2020.09,태양광패널,8541430000,8541409021,태양전지,35847207,350159,20903825,374792
2020.09,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),94352632,17717805,25769343,7032761
2020.10,태양광패널,8541430000,8541409021,태양전지,26697212,211228,20905763,373730
2020.10,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),74707753,14471719,34428340,9419421
2020.11,태양광패널,8541430000,8541409021,태양전지,19446905,155445,21988677,393738
2020.11,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),74581447,15098928,33887084,8964588
2020.12,태양광패널,8541430000,8541409021,태양전지,20562455,239700,24897886,425288
2020.12,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),90453861,16777037,42412755,10476323
2021.01,태양광패널,8541430000,8541409021,태양전지,30468304,204596,27279094,451994
2021.01,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),64437932,11390919,12388250,3055155
2021.02,태양광패널,8541430000,8541409021,태양전지,32305074,230346,38071031,586651
2021.02,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),65354579,12660325,17813270,4348536
2021.03,태양광패널,8541430000,8541409021,태양전지,39564516,342487,37822648,592978
2021.03,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),66387678,13490473,33183804,7808069
2021.04,태양광패널,8541430000,8541409021,태양전지,44867681,329299,39491691,590910
2021.04,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),53857128,11314274,36629843,8531836
2021.05,태양광패널,8541430000,8541409021,태양전지,32254908,255019,26061271,383709
2021.05,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),62560052,14478594,26402140,6235941
2021.06,태양광패널,8541430000,8541409021,태양전지,41579687,361259,22477135,300165
2021.06,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),68138468,15616351,30750974,7168050
2021.07,태양광패널,8541430000,8541409021,태양전지,34343577,283852,21238296,247937
2021.07,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),53709543,10968327,16080947,3434929
2021.08,태양광패널,8541430000,8541409021,태양전지,33896559,256558,17500420,220939
2021.08,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),61500997,13696820,17685551,3853226
2021.09,태양광패널,8541430000,8541409021,태양전지,22501487,198613,22924507,236374
2021.09,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),51415457,12071459,22281981,4895293
2021.10,태양광패널,8541430000,8541409021,태양전지,21639109,160323,15314666,154804
2021.10,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),59464977,14697473,33286037,7274368
2021.11,태양광패널,8541430000,8541409021,태양전지,27362402,203197,17348283,176883
2021.11,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),54829922,12543823,55011925,11935476
2021.12,태양광패널,8541430000,8541409021,태양전지,3579249,33169,22093181,211114
2021.12,태양광패널,8541430000,8541409022,태양광모듈(태양전지가 모듈 또는 패널로 조립된 것을 포함한다.),62808683,14632587,38579273,8070960
2022.01,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),64374875,11436957,29602813,6021824
2022.02,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),69878844,13460152,7998353,1120936
2022.03,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),68547060,14141272,9719438,1781149
2022.04,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),69685010,14501395,16489589,3342634
2022.05,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),61900963,11901517,41414261,8658757
2022.06,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),120295054,17067306,21802646,4479925
2022.07,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),161033715,21157528,15996940,3110831
2022.08,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),170573602,21767780,12631487,2710998
2022.09,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),171157352,21604374,13812639,2411998
2022.10,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),180201315,22284021,23796318,4956571
2022.11,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),196105657,24441685,37224680,7620008
2022.12,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),213940951,27293641,39399045,7943148
2023.01,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),147105721,21340427,38513527,7943990
2023.02,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),137389924,20389832,8320301,1993122
2023.03,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),121990690,18053420,20234122,4683527
2023.04,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),90785982,14351993,32688074,6697840
2023.05,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),97457800,15751181,23508657,5724954
2023.06,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),89288579,16493472,31339590,7415927
2023.07,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),90872573,18354895,30908387,7717956
2023.08,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),78324465,15629324,18649443,5172648
2023.09,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),48430030,13143619,35597168,9679442
2023.10,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),27552891,7518025,37710435,10519137
2023.11,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),38630659,10909676,40322668,12097332
2023.12,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),33556856,8856589,46073935,15334373
2024.01,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),31834304,7363194,37748828,11452650
2024.02,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),6715178,1603666,24677522,7654887
2024.03,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),12130598,2801759,26531847,10674984
2024.04,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),2384755,484106,28766782,11285506
2024.05,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),1938905,513370,25821774,11917521
2024.06,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),11126354,2430178,22831311,10727315
2024.07,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),31122286,6402521,20772792,10170554
2024.08,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),11639305,2298136,19838085,9243175
2024.09,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),6130987,1126777,23251683,11090490
2024.10,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),4761258,1293367,40122000,21131741
2024.11,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),2023348,635486,39110805,21250976
2024.12,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),2127569,637858,26503788,14421275
2025.01,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),2874421,866657,17276750,10232440
2025.02,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),317708,162438,21705729,13168458
2025.03,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),1380289,547696,32342179,20064673
2025.04,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),6844953,1954106,36968917,22164792
2025.05,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),5556903,1731827,26891212,15917924
2025.06,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),3942481,1198683,27197801,16420917
2025.07,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),1072591,415289,26883533,16191426
2025.08,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),6659535,1888489,19358663,11146310
2025.09,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),2823349,745262,40399710,23851189
2025.10,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),8703590,2549549,34113102,20360599
2025.11,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),7283768,2098512,35050390,20714946
2025.12,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),3559085,1446896,58829062,34484982
2026.01,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),7527154,2033617,29099790,17015325
2026.02,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),6060782,1855749,36771311,19133351
2026.03,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),6804664,1959925,76640153,36176519
2026.04,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),11997870,3299448,61887772,27567170
2026.05,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),3309691,823517,32127210,13074409
2026.06,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),1816354,504784,30165398,12672944
2026.07,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),7568882,2161157,27619223,11052679
2026.08,태양광패널,8541430000,8541430000,광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),17245893,4216966,22511498,9183975
